Ticker,BottomDate,EntryDate,EntryPrice,ExitDate,ExitPrice,Return
A,2016-10-28 04:00:00+00:00,2016-11-07 05:00:00+00:00,41.87317571167339,2016-12-06 05:00:00+00:00,41.73356628417969,-0.0033341017279179637
A,2018-02-08 05:00:00+00:00,2018-02-13 05:00:00+00:00,64.01620482685364,2018-03-14 04:00:00+00:00,65.85275268554688,0.028688796276827057
A,2018-04-04 04:00:00+00:00,2018-04-06 04:00:00+00:00,61.36504747098627,2018-05-04 04:00:00+00:00,63.24348068237305,0.03061080026500283
A,2018-05-15 04:00:00+00:00,2018-05-21 04:00:00+00:00,61.11962232461996,2018-06-19 04:00:00+00:00,59.958595275878906,-0.018995978780342926
A,2018-06-28 04:00:00+00:00,2018-07-02 04:00:00+00:00,58.05958565861192,2018-07-31 04:00:00+00:00,62.48785400390625,0.07627109796016064
A,2018-10-24 04:00:00+00:00,2018-11-01 04:00:00+00:00,61.700368037130175,2018-11-30 05:00:00+00:00,68.60340118408203,0.11187993469986653
A,2019-05-13 04:00:00+00:00,2019-05-15 04:00:00+00:00,64.16060743180012,2019-06-13 04:00:00+00:00,66.96099090576172,0.04364646137333232
A,2019-08-05 04:00:00+00:00,2019-08-07 04:00:00+00:00,63.83411937553055,2019-09-05 04:00:00+00:00,70.18219757080078,0.0994464756053897
A,2020-02-28 05:00:00+00:00,2020-03-03 05:00:00+00:00,78.50582769764148,2020-03-31 04:00:00+00:00,68.83497619628906,-0.12318641539070041
A,2021-03-05 05:00:00+00:00,2021-03-10 05:00:00+00:00,116.544331449864,2021-04-08 04:00:00+00:00,126.4976577758789,0.08540377899286081
A,2021-10-12 04:00:00+00:00,2021-10-15 04:00:00+00:00,148.60715006612617,2021-11-12 05:00:00+00:00,156.11805725097656,0.0505420309958723
A,2022-01-10 05:00:00+00:00,2022-01-12 05:00:00+00:00,143.61413331280653,2022-02-10 05:00:00+00:00,137.64801025390625,-0.041542729265409015
A,2022-02-24 05:00:00+00:00,2022-02-28 05:00:00+00:00,128.29076226483164,2022-03-28 04:00:00+00:00,131.58474731445312,0.025675933258714947
