Ticker,BottomDate,EntryDate,ExitDate,Return
A,2019-05-23 04:00:00+00:00,2019-05-24 04:00:00+00:00,2019-06-24 04:00:00+00:00,0.07337866024708299
A,2021-03-05 05:00:00+00:00,2021-03-08 05:00:00+00:00,2021-04-06 04:00:00+00:00,0.12835874473421655
A,2022-01-24 05:00:00+00:00,2022-01-25 05:00:00+00:00,2022-02-23 05:00:00+00:00,-0.06914882562848408
A,2023-05-09 04:00:00+00:00,2023-05-10 04:00:00+00:00,2023-06-08 04:00:00+00:00,-0.10892701955475628
A,2023-10-30 04:00:00+00:00,2023-10-31 04:00:00+00:00,2023-11-29 05:00:00+00:00,0.23873771377538458
A,2024-07-09 04:00:00+00:00,2024-07-10 04:00:00+00:00,2024-08-07 04:00:00+00:00,0.059642584134025754
AAPL,2016-05-02 04:00:00+00:00,2016-05-03 04:00:00+00:00,2016-06-01 04:00:00+00:00,0.05158648543201438
AAPL,2018-11-26 05:00:00+00:00,2018-11-27 05:00:00+00:00,2018-12-27 05:00:00+00:00,-0.08955763510349628
AAPL,2020-03-23 04:00:00+00:00,2020-03-24 04:00:00+00:00,2020-04-22 04:00:00+00:00,0.168133548135192
AAPL,2021-10-01 04:00:00+00:00,2021-10-04 04:00:00+00:00,2021-11-01 04:00:00+00:00,0.05079045915138208
AAPL,2025-01-21 05:00:00+00:00,2025-01-22 05:00:00+00:00,2025-02-20 05:00:00+00:00,0.1197065781186715
ABBV,2019-06-03 04:00:00+00:00,2019-06-04 04:00:00+00:00,2019-07-02 04:00:00+00:00,-0.02508516756276816
ABBV,2020-03-18 04:00:00+00:00,2020-03-19 04:00:00+00:00,2020-04-17 04:00:00+00:00,0.22568129970761638
ABBV,2023-05-17 04:00:00+00:00,2023-05-18 04:00:00+00:00,2023-06-16 04:00:00+00:00,-0.02783808777876284
ABNB,2021-12-17 05:00:00+00:00,2021-12-20 05:00:00+00:00,2022-01-19 05:00:00+00:00,0.022625020416049305
ABNB,2022-01-24 05:00:00+00:00,2022-01-25 05:00:00+00:00,2022-02-23 05:00:00+00:00,0.04266851737370674
ABNB,2023-10-05 04:00:00+00:00,2023-10-06 04:00:00+00:00,2023-11-03 04:00:00+00:00,-0.002926834230500508
ABNB,2024-08-02 04:00:00+00:00,2024-08-05 04:00:00+00:00,2024-09-03 04:00:00+00:00,-0.071018772921856
ABT,2016-06-16 04:00:00+00:00,2016-06-17 04:00:00+00:00,2016-07-18 04:00:00+00:00,0.13233330762681283
ABT,2021-10-01 04:00:00+00:00,2021-10-04 04:00:00+00:00,2021-11-01 04:00:00+00:00,0.11000661325654056
ABT,2023-10-02 04:00:00+00:00,2023-10-03 04:00:00+00:00,2023-10-31 04:00:00+00:00,-0.004675377984340271
ACGL,2017-12-12 05:00:00+00:00,2017-12-13 05:00:00+00:00,2018-01-12 05:00:00+00:00,-0.018931195355852484
ACGL,2018-03-26 04:00:00+00:00,2018-03-27 04:00:00+00:00,2018-04-25 04:00:00+00:00,-0.04342667099913476
ACGL,2024-12-17 05:00:00+00:00,2024-12-18 05:00:00+00:00,2025-01-21 05:00:00+00:00,0.044818850393626375
ACN,2017-01-30 05:00:00+00:00,2017-01-31 05:00:00+00:00,2017-03-01 05:00:00+00:00,0.08861948359245764
ACN,2018-04-03 04:00:00+00:00,2018-04-04 04:00:00+00:00,2018-05-02 04:00:00+00:00,0.03647087642199585
ACN,2019-10-03 04:00:00+00:00,2019-10-04 04:00:00+00:00,2019-11-01 04:00:00+00:00,0.011876630119410887
ACN,2020-03-23 04:00:00+00:00,2020-03-24 04:00:00+00:00,2020-04-22 04:00:00+00:00,0.1367889024109916
ACN,2022-09-23 04:00:00+00:00,2022-09-26 04:00:00+00:00,2022-10-24 04:00:00+00:00,0.07167228071094973
ACN,2023-03-15 04:00:00+00:00,2023-03-16 04:00:00+00:00,2023-04-14 04:00:00+00:00,0.14450530365948674
ACN,2024-03-25 04:00:00+00:00,2024-03-26 04:00:00+00:00,2024-04-24 04:00:00+00:00,-0.06082819854130209
ACN,2025-08-06 04:00:00+00:00,2025-08-07 04:00:00+00:00,2025-09-05 04:00:00+00:00,0.027195810165169323
ADBE,2019-09-10 04:00:00+00:00,2019-09-11 04:00:00+00:00,2019-10-09 04:00:00+00:00,-0.012209229286631013
ADBE,2020-03-18 04:00:00+00:00,2020-03-19 04:00:00+00:00,2020-04-17 04:00:00+00:00,0.17938786821367725
ADBE,2021-03-05 05:00:00+00:00,2021-03-08 05:00:00+00:00,2021-04-06 04:00:00+00:00,0.11729121663371746
ADBE,2022-09-16 04:00:00+00:00,2022-09-19 04:00:00+00:00,2022-10-17 04:00:00+00:00,-0.00467988625868656
ADBE,2024-05-31 04:00:00+00:00,2024-06-03 04:00:00+00:00,2024-07-02 04:00:00+00:00,0.2683990325849715
ADI,2020-03-10 04:00:00+00:00,2020-03-11 04:00:00+00:00,2020-04-08 04:00:00+00:00,0.019300128109783897
ADI,2022-01-24 05:00:00+00:00,2022-01-25 05:00:00+00:00,2022-02-23 05:00:00+00:00,-0.005718322432769507
ADM,2018-11-15 05:00:00+00:00,2018-11-16 05:00:00+00:00,2018-12-18 05:00:00+00:00,-0.06384746473194071
ADM,2019-05-22 04:00:00+00:00,2019-05-23 04:00:00+00:00,2019-06-21 04:00:00+00:00,0.04131825850468607
