time,open,high,low,close,Volume
2025-05-05T09:30:00-04:00,121.3,122,120.36,121.975,8630
2025-05-05T09:33:00-04:00,121.89,122.8,121.7,122.79,6808
2025-05-05T09:36:00-04:00,122.51,123.31,122.43,123.07,11195
2025-05-05T09:39:00-04:00,122.98,122.98,122.29,122.37,2952
2025-05-05T09:42:00-04:00,122.2,122.47,121.59,121.59,5097
2025-05-05T09:45:00-04:00,121.58,121.9,121.28,121.28,5328
2025-05-05T09:48:00-04:00,121.36,121.47,120.88,120.9,5680
2025-05-05T09:51:00-04:00,120.88,121.3,120.83,120.97,5371
2025-05-05T09:54:00-04:00,120.87,121.2,120.84,121.2,7550
2025-05-05T09:57:00-04:00,121.2,121.5,121.1,121.1,2486
2025-05-05T10:00:00-04:00,121.19,121.84,121.19,121.81,5039
2025-05-05T10:03:00-04:00,121.85,121.85,121.28,121.66,3083
2025-05-05T10:06:00-04:00,121.7,121.7,121.32,121.5,2939
2025-05-05T10:09:00-04:00,121.5,121.58,121.21,121.3,2487
2025-05-05T10:12:00-04:00,121.32,121.43,120.88,121.29,5247
2025-05-05T10:15:00-04:00,121.36,121.56,121.26,121.49,2944
2025-05-05T10:18:00-04:00,121.52,121.82,121.4,121.4,2881
2025-05-05T10:21:00-04:00,121.39,121.47,121.14,121.255,3591
2025-05-05T10:24:00-04:00,121.15,121.67,121.15,121.54,5721
2025-05-05T10:27:00-04:00,121.51,121.75,121.36,121.53,2269
2025-05-05T10:30:00-04:00,121.6,121.63,121.36,121.36,886
2025-05-05T10:33:00-04:00,121.37,121.37,121.13,121.13,1920
2025-05-05T10:36:00-04:00,121.08,121.44,120.95,121.44,6597
2025-05-05T10:39:00-04:00,121.44,121.65,121.44,121.65,4071
2025-05-05T10:42:00-04:00,121.65,121.68,121.39,121.58,1276
2025-05-05T10:45:00-04:00,121.54,121.59,121.27,121.31,3344
2025-05-05T10:48:00-04:00,121.34,121.4,121.19,121.31,3359
2025-05-05T10:51:00-04:00,121.28,121.28,121.1,121.1,1272
2025-05-05T10:54:00-04:00,121.06,121.39,121.04,121.36,5357
2025-05-05T10:57:00-04:00,121.36,121.44,121.25,121.25,4810
2025-05-05T11:00:00-04:00,121.19,121.48,121.12,121.26,2592
2025-05-05T11:03:00-04:00,121.33,121.54,121.31,121.54,4249
2025-05-05T11:06:00-04:00,121.54,121.63,121.3,121.605,1742
2025-05-05T11:09:00-04:00,121.45,121.45,121.18,121.31,2923
2025-05-05T11:12:00-04:00,121.37,121.44,121.19,121.26,2211
2025-05-05T11:15:00-04:00,121.22,121.22,120.82,120.95,3314
2025-05-05T11:18:00-04:00,120.97,121.09,120.89,121.09,2548
2025-05-05T11:21:00-04:00,121.08,121.25,120.99,121.2,3517
2025-05-05T11:24:00-04:00,121.22,121.25,120.77,120.86,6262
2025-05-05T11:27:00-04:00,120.87,121.07,120.73,121.07,2032
2025-05-05T11:30:00-04:00,121.07,121.07,120.9,120.98,3635
2025-05-05T11:33:00-04:00,121.02,121.02,120.8,120.915,10939
2025-05-05T11:36:00-04:00,120.95,120.95,120.7,120.84,2738
2025-05-05T11:39:00-04:00,120.86,121.04,120.84,120.96,1596
2025-05-05T11:42:00-04:00,120.96,120.96,120.75,120.94,2514
2025-05-05T11:45:00-04:00,121,121.1,120.75,120.83,2854
2025-05-05T11:48:00-04:00,120.9,120.9,120.77,120.88,1249
2025-05-05T11:51:00-04:00,120.91,121.03,120.91,121.03,1948
2025-05-05T11:54:00-04:00,121.04,121.16,121.04,121.05,1016
2025-05-05T11:57:00-04:00,121.06,121.06,120.94,121.01,1123
2025-05-05T12:00:00-04:00,120.97,121.2,120.965,121.1,3183
2025-05-05T12:03:00-04:00,121.01,121.15,120.98,121.12,1810
2025-05-05T12:06:00-04:00,121.06,121.24,121.06,121.19,1935
2025-05-05T12:09:00-04:00,121.23,121.24,121.07,121.16,4114
2025-05-05T12:12:00-04:00,121.16,121.3,121.13,121.2,2824
2025-05-05T12:15:00-04:00,121.19,121.33,121.12,121.29,2932
2025-05-05T12:18:00-04:00,121.34,121.45,121.23,121.25,6327
2025-05-05T12:21:00-04:00,121.24,121.55,121.24,121.55,3459
2025-05-05T12:24:00-04:00,121.57,121.69,121.38,121.46,25133
2025-05-05T12:27:00-04:00,121.45,121.5,121.33,121.44,8538
2025-05-05T12:30:00-04:00,121.38,121.42,121.25,121.255,3039
2025-05-05T12:33:00-04:00,121.26,121.33,121.26,121.27,1677
2025-05-05T12:36:00-04:00,121.33,121.44,121.32,121.34,2206
2025-05-05T12:39:00-04:00,121.31,121.5,121.29,121.5,747
2025-05-05T12:42:00-04:00,121.55,121.7,121.55,121.7,2108
2025-05-05T12:45:00-04:00,121.6,121.6,121.55,121.58,521
2025-05-05T12:48:00-04:00,121.64,121.65,121.54,121.54,1073
2025-05-05T12:51:00-04:00,121.5,121.79,121.5,121.79,823
2025-05-05T12:54:00-04:00,121.77,121.92,121.77,121.92,732
2025-05-05T12:57:00-04:00,121.75,121.85,121.73,121.85,1014
2025-05-05T13:00:00-04:00,121.72,121.8,121.71,121.8,70
2025-05-05T13:03:00-04:00,121.76,121.82,121.6,121.7,2162
2025-05-05T13:06:00-04:00,121.63,121.77,121.61,121.77,957
2025-05-05T13:09:00-04:00,121.74,121.86,121.64,121.81,1564
2025-05-05T13:12:00-04:00,121.7,121.77,121.64,121.67,832
2025-05-05T13:15:00-04:00,121.66,121.77,121.64,121.77,744
2025-05-05T13:18:00-04:00,121.75,121.86,121.69,121.84,391
2025-05-05T13:21:00-04:00,121.86,122.12,121.86,122.12,492
2025-05-05T13:24:00-04:00,122.15,122.5,122.11,122.11,3353
2025-05-05T13:27:00-04:00,122.17,122.18,122.07,122.07,1561
2025-05-05T13:30:00-04:00,122.05,122.12,122.03,122.08,1476
2025-05-05T13:33:00-04:00,122.115,122.19,122.03,122.15,789
2025-05-05T13:36:00-04:00,122.14,122.35,122.11,122.11,1283
2025-05-05T13:39:00-04:00,122.17,122.26,122.17,122.25,286
2025-05-05T13:42:00-04:00,122.2,122.27,122.2,122.26,571
2025-05-05T13:45:00-04:00,122.21,122.32,122.21,122.25,470
2025-05-05T13:48:00-04:00,122.33,122.44,122.3,122.44,969
2025-05-05T13:51:00-04:00,122.4,122.55,122.34,122.39,3231
2025-05-05T13:54:00-04:00,122.42,122.46,122.36,122.38,570
2025-05-05T13:57:00-04:00,122.4,122.41,122.31,122.35,683
2025-05-05T14:00:00-04:00,122.32,122.56,122.3,122.54,2771
2025-05-05T14:03:00-04:00,122.58,122.68,122.57,122.65,676
2025-05-05T14:06:00-04:00,122.61,122.94,122.56,122.94,858
2025-05-05T14:09:00-04:00,122.88,122.88,122.81,122.81,387
2025-05-05T14:12:00-04:00,122.74,123.08,122.74,123.08,2435
2025-05-05T14:15:00-04:00,123.02,123.08,122.91,122.91,1992
2025-05-05T14:18:00-04:00,122.87,122.87,122.66,122.87,1550
2025-05-05T14:21:00-04:00,122.95,123,122.85,122.85,542
2025-05-05T14:24:00-04:00,122.81,122.84,122.8,122.84,1843
2025-05-05T14:27:00-04:00,122.86,122.86,122.72,122.72,920
2025-05-05T14:30:00-04:00,122.69,122.94,122.67,122.94,3464
2025-05-05T14:33:00-04:00,122.9,123.02,122.9,123.01,659
2025-05-05T14:36:00-04:00,123.08,123.11,122.99,122.99,4901
2025-05-05T14:39:00-04:00,122.98,123,122.78,123,1501
2025-05-05T14:42:00-04:00,122.93,122.98,122.93,122.98,312
