fact_unit,2010-05-06,2010-08-23,2010-10-27,2011-02-22,2011-04-27,2011-07-27,2011-10-26,2011-10-27,2012-02-22,2012-04-25,2012-07-26,2012-10-24,2013-02-21,2013-04-24,2013-07-24,2013-10-24,2014-02-20,2014-04-23,2014-07-24,2014-10-23,2015-02-19,2015-04-23,2015-07-23,2015-10-22,2016-02-23,2016-04-27,2016-07-27,2016-10-27,2017-02-14,2017-04-26,2017-07-27,2017-10-25,2018-02-14,2018-04-25,2018-08-07,2018-08-08,2018-11-08,2019-02-28,2019-05-09,2019-08-08,2019-11-07,2020-02-27,2020-04-30,2020-07-30,2020-10-29,2021-02-25,2021-04-29,2021-07-29,2021-10-28,2022-02-24,2022-04-28,2022-07-28,2022-10-27,2023-02-23,2023-04-27,2023-07-27,2023-10-26,2024-02-22,2024-04-25,2024-07-25,2024-10-24,2025-02-25,2025-04-24,2025-07-24,2025-10-28
AccountsPayableCurrent / USD,,,,,,,,,298000000.0,265000000.0,265000000.0,265000000.0,265000000.0,283000000.0,283000000.0,283000000.0,283000000.0,271000000.0,271000000.0,271000000.0,271000000.0,289000000.0,289000000.0,289000000.0,289000000.0,277000000.0,277000000.0,277000000.0,277000000.0,303000000.0,303000000.0,303000000.0,303000000.0,365000000.0,1434000000.0,365000000.0,1580000000.0,1580000000.0,2300000000.0,2300000000.0,2300000000.0,2300000000.0,3176000000.0,3176000000.0,3176000000.0,3176000000.0,3740000000.0,3740000000.0,3740000000.0,3740000000.0,4316000000.0,4316000000.0,4316000000.0,4316000000.0,5206000000.0,5206000000.0,5206000000.0,5206000000.0,3597000000.0,3597000000.0,3597000000.0,3597000000.0,2985000000.0,2985000000.0,2985000000.0
AccountsReceivableNetCurrent / USD,540000000.0,540000000.0,540000000.0,540000000.0,536000000.0,536000000.0,536000000.0,536000000.0,536000000.0,585000000.0,585000000.0,585000000.0,585000000.0,552000000.0,552000000.0,552000000.0,552000000.0,564000000.0,564000000.0,564000000.0,564000000.0,556000000.0,556000000.0,556000000.0,556000000.0,570000000.0,570000000.0,570000000.0,570000000.0,595000000.0,595000000.0,595000000.0,595000000.0,668000000.0,447000000.0,668000000.0,483000000.0,483000000.0,1150000000.0,1150000000.0,1150000000.0,1150000000.0,1115000000.0,1115000000.0,1115000000.0,1115000000.0,1048000000.0,1048000000.0,1048000000.0,1048000000.0,1148000000.0,1148000000.0,1148000000.0,1148000000.0,1484000000.0,1484000000.0,1484000000.0,1484000000.0,1368000000.0,1368000000.0,1368000000.0,1368000000.0,1502000000.0,1502000000.0,1502000000.0
AccruedIncomeTaxesCurrent / USD,4000000.0,4000000.0,4000000.0,4000000.0,18000000.0,18000000.0,18000000.0,18000000.0,18000000.0,530000000.0,530000000.0,530000000.0,530000000.0,45000000.0,45000000.0,45000000.0,45000000.0,33000000.0,33000000.0,33000000.0,33000000.0,10000000.0,10000000.0,10000000.0,10000000.0,27000000.0,27000000.0,27000000.0,27000000.0,4000000.0,4000000.0,4000000.0,4000000.0,11000000.0,15000000.0,11000000.0,3000000.0,,,,,,,,,,,,,,,144000000.0,144000000.0,144000000.0,87000000.0,87000000.0,87000000.0,87000000.0,29000000.0,29000000.0,29000000.0,29000000.0,67000000.0,67000000.0,67000000.0
AccruedInsuranceCurrent / USD,,68000000.0,68000000.0,68000000.0,29000000.0,29000000.0,29000000.0,29000000.0,29000000.0,35000000.0,35000000.0,35000000.0,35000000.0,43000000.0,43000000.0,43000000.0,43000000.0,47000000.0,47000000.0,47000000.0,47000000.0,46000000.0,46000000.0,46000000.0,46000000.0,42000000.0,42000000.0,42000000.0,42000000.0,36000000.0,36000000.0,36000000.0,36000000.0,34000000.0,,34000000.0,8000000.0,8000000.0,37000000.0,37000000.0,37000000.0,37000000.0,39000000.0,39000000.0,39000000.0,39000000.0,35000000.0,35000000.0,35000000.0,35000000.0,33000000.0,33000000.0,33000000.0,33000000.0,53000000.0,53000000.0,53000000.0,53000000.0,50000000.0,50000000.0,50000000.0,50000000.0,57000000.0,57000000.0,57000000.0
AccruedInsuranceNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67000000.0,60000000.0,,60000000.0,0.0,0.0,57000000.0,57000000.0,57000000.0,57000000.0,66000000.0,66000000.0,66000000.0,66000000.0,72000000.0,72000000.0,72000000.0,72000000.0,75000000.0,75000000.0,75000000.0,75000000.0,69000000.0,69000000.0,69000000.0,69000000.0,85000000.0,85000000.0,85000000.0,85000000.0,95000000.0,95000000.0,95000000.0
AccruedLiabilitiesCurrent / USD,,,,,,,,,553000000.0,603000000.0,603000000.0,603000000.0,603000000.0,589000000.0,589000000.0,589000000.0,589000000.0,595000000.0,595000000.0,595000000.0,595000000.0,672000000.0,672000000.0,672000000.0,672000000.0,708000000.0,708000000.0,708000000.0,708000000.0,670000000.0,670000000.0,670000000.0,670000000.0,719000000.0,231000000.0,719000000.0,201000000.0,201000000.0,1012000000.0,1012000000.0,1012000000.0,1012000000.0,939000000.0,939000000.0,939000000.0,939000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1110000000.0,1110000000.0,1110000000.0,1110000000.0,1153000000.0,1153000000.0,1153000000.0,1153000000.0,1242000000.0,1242000000.0,1242000000.0,1242000000.0,1584000000.0,1584000000.0,1584000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,789000000.0,,,,,913000000.0,,,,-1038000000.0,,,,1163000000.0,,,,1279000000.0,,,,1401000000.0,,,,1493000000.0,,,,1584000000.0,,217000000.0,,,253000000.0,,,,676000000.0,,,,729000000.0,,,,1020000000.0,,,,1349000000.0,,,,1651000000.0,,,,1964000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-59000000.0,-106000000.0,-106000000.0,-106000000.0,-59000000.0,-59000000.0,-59000000.0,-59000000.0,-106000000.0,-28000000.0,-28000000.0,-28000000.0,-59000000.0,-110000000.0,-110000000.0,-110000000.0,-28000000.0,-110000000.0,-110000000.0,-110000000.0,-110000000.0,-88000000.0,-88000000.0,-88000000.0,-110000000.0,-137000000.0,-137000000.0,-137000000.0,-88000000.0,-195000000.0,-195000000.0,-195000000.0,-137000000.0,-229000000.0,106000000.0,-202000000.0,99000000.0,99000000.0,-130000000.0,-130000000.0,-130000000.0,-130000000.0,104000000.0,104000000.0,104000000.0,104000000.0,77000000.0,77000000.0,77000000.0,77000000.0,-26000000.0,-26000000.0,-26000000.0,-26000000.0,129000000.0,129000000.0,129000000.0,129000000.0,315000000.0,315000000.0,315000000.0,315000000.0,-276000000.0,-276000000.0,-276000000.0
AdditionalPaidInCapitalCommonStock / USD,3156000000.0,3156000000.0,3156000000.0,3156000000.0,2085000000.0,2085000000.0,2085000000.0,2085000000.0,2085000000.0,1631000000.0,1631000000.0,1631000000.0,1631000000.0,1308000000.0,1308000000.0,1308000000.0,1308000000.0,970000000.0,970000000.0,970000000.0,970000000.0,658000000.0,658000000.0,658000000.0,658000000.0,211000000.0,211000000.0,211000000.0,211000000.0,95000000.0,95000000.0,95000000.0,95000000.0,0.0,,0.0,6377000000.0,6377000000.0,21471000000.0,21471000000.0,21471000000.0,21471000000.0,21557000000.0,21557000000.0,21557000000.0,21557000000.0,21677000000.0,21677000000.0,21677000000.0,21677000000.0,21785000000.0,21785000000.0,21785000000.0,21785000000.0,21444000000.0,21444000000.0,21444000000.0,21444000000.0,20788000000.0,20788000000.0,20788000000.0,20788000000.0,19712000000.0,19712000000.0,19712000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000000.0,20000000.0,23000000.0,23000000.0,11000000.0,20000000.0,23000000.0,23000000.0,23000000.0,20000000.0,22000000.0,22000000.0,22000000.0,75000000.0,26000000.0,26000000.0,26000000.0,88000000.0,-16000000.0,-16000000.0,-16000000.0,93000000.0,29000000.0,29000000.0,29000000.0,53000000.0,28000000.0,28000000.0,28000000.0
