fact_unit,2009-08-17,2009-11-04,2010-02-25,2010-05-05,2010-08-05,2010-11-03,2011-02-25,2011-05-05,2011-08-08,2011-11-02,2012-02-27,2012-05-03,2012-08-07,2012-11-06,2013-02-27,2013-05-08,2013-08-07,2013-11-12,2014-02-28,2014-05-06,2014-08-07,2014-11-05,2015-02-23,2015-05-07,2015-08-10,2015-11-09,2016-02-29,2016-05-10,2016-08-08,2016-11-08,2017-03-01,2017-05-09,2017-08-08,2017-11-06,2018-02-27,2018-05-08,2018-08-06,2018-11-01,2019-02-26,2019-05-06,2019-08-05,2019-11-05,2020-02-21,2020-05-11,2020-08-05,2020-11-06,2021-02-22,2021-05-04,2021-08-03,2021-11-04,2022-02-25,2022-05-05,2022-06-22,2022-08-02,2022-11-02,2023-02-24,2023-05-02,2023-08-01,2023-11-07,2024-02-23,2024-05-02,2024-08-07,2024-10-30,2025-02-25,2025-05-05,2025-08-07,2025-11-05
AccountsPayableCurrent / USD,186400000.0,186400000.0,186400000.0,134600000.0,134600000.0,134600000.0,134600000.0,129600000.0,129600000.0,129600000.0,129600000.0,143300000.0,143300000.0,143300000.0,143300000.0,184100000.0,184100000.0,184100000.0,184100000.0,146300000.0,146300000.0,146300000.0,146300000.0,167100000.0,167100000.0,145200000.0,145200000.0,284800000.0,284800000.0,284800000.0,284800000.0,364500000.0,364500000.0,364500000.0,364500000.0,330200000.0,330200000.0,330200000.0,330200000.0,362600000.0,362600000.0,362600000.0,362600000.0,400900000.0,400900000.0,400900000.0,400900000.0,330000000.0,330000000.0,330000000.0,330000000.0,306500000.0,281900000.0,306500000.0,306500000.0,306500000.0,354100000.0,354100000.0,354100000.0,354100000.0,410600000.0,354100000.0,410600000.0,410600000.0,194600000.0,194600000.0,194600000.0
AccountsReceivableNetCurrent / USD,732800000.0,732800000.0,732800000.0,751400000.0,751400000.0,751400000.0,751400000.0,775900000.0,775900000.0,775900000.0,775900000.0,838800000.0,838800000.0,838800000.0,838800000.0,884600000.0,884600000.0,884600000.0,884600000.0,936600000.0,936600000.0,936600000.0,936600000.0,912100000.0,912100000.0,912100000.0,912100000.0,1446500000.0,1446500000.0,1446500000.0,1446500000.0,1604400000.0,1604400000.0,1604400000.0,1604400000.0,1544100000.0,1544100000.0,1544100000.0,1544100000.0,1275800000.0,1275800000.0,1275800000.0,1275800000.0,1363900000.0,1363900000.0,1363900000.0,1363900000.0,1452700000.0,1452700000.0,1452700000.0,1452700000.0,1259600000.0,1278100000.0,1259600000.0,1259600000.0,1259600000.0,1381500000.0,1381500000.0,1381500000.0,1381500000.0,1442400000.0,1381500000.0,1442400000.0,1442400000.0,1480700000.0,1480700000.0,1480700000.0
AccruedLiabilitiesCurrent / USD,,,,,,,252400000.0,376500000.0,524000000.0,524000000.0,254900000.0,455400000.0,,,299300000.0,440200000.0,,,297900000.0,541300000.0,,,351000000.0,571500000.0,401300000.0,397300000.0,351300000.0,842800000.0,,,725900000.0,,,,789100000.0,,,,775000000.0,,,,670600000.0,,,,778100000.0,,,,873100000.0,,787000000.0,,,536200000.0,,,,582300000.0,,582300000.0,,803600000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,1378800000.0,1378800000.0,1378800000.0,1574300000.0,1574300000.0,1574300000.0,1574300000.0,1805800000.0,1805800000.0,1805800000.0,1805800000.0,1983600000.0,1983600000.0,1983600000.0,1983600000.0,2091500000.0,2091500000.0,2091500000.0,2091500000.0,2121800000.0,2121800000.0,2121800000.0,2121800000.0,2365300000.0,2365300000.0,2365300000.0,2365300000.0,2633600000.0,2633600000.0,2633600000.0,2633600000.0,3045100000.0,3045100000.0,3045100000.0,3045100000.0,3421700000.0,3421700000.0,3421700000.0,3421700000.0,3839400000.0,3839400000.0,3839400000.0,3839400000.0,4277200000.0,4277200000.0,4277200000.0,4277200000.0,4301100000.0,3869300000.0,4301100000.0,4301100000.0,4301100000.0,4585900000.0,4585900000.0,4585900000.0,4585900000.0,4705800000.0,4585900000.0,4705800000.0,4705800000.0,4641400000.0,4641400000.0,4641400000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,240000000.0,240000000.0,240000000.0,358600000.0,358600000.0,358600000.0,358600000.0,321000000.0,321000000.0,321000000.0,321000000.0,271400000.0,271400000.0,271400000.0,271400000.0,343900000.0,343900000.0,343900000.0,343900000.0,367100000.0,367100000.0,367100000.0,367100000.0,85900000.0,85900000.0,38100000.0,38100000.0,-329000000.0,-329000000.0,-329000000.0,-329000000.0,-434000000.0,-434000000.0,-434000000.0,-434000000.0,-83200000.0,-83200000.0,-83200000.0,-83200000.0,-187400000.0,-187400000.0,-187400000.0,-187400000.0,-241900000.0,-241900000.0,-241900000.0,-241900000.0,-297800000.0,-297800000.0,-297800000.0,-297800000.0,-231600000.0,-297800000.0,-231600000.0,-231600000.0,-231600000.0,-179300000.0,-179300000.0,-179300000.0,-179300000.0,-191000000.0,-179300000.0,-191000000.0,-191000000.0,-262800000.0,-262800000.0,-262800000.0
AdditionalPaidInCapitalCommonStock / USD,3138500000.0,3138500000.0,3138500000.0,3214600000.0,3214600000.0,3214600000.0,3214600000.0,3293500000.0,3293500000.0,3293500000.0,3293500000.0,3399200000.0,3399200000.0,3399200000.0,3399200000.0,3500600000.0,3500600000.0,3500600000.0,3500600000.0,4000600000.0,4000600000.0,4000600000.0,4000600000.0,4330700000.0,4330700000.0,4330700000.0,4330700000.0,8195300000.0,8195300000.0,8195300000.0,8195300000.0,8368500000.0,8368500000.0,8368500000.0,8368500000.0,8514900000.0,8514900000.0,8514900000.0,8514900000.0,8686100000.0,8686100000.0,8686100000.0,8686100000.0,8920100000.0,8920100000.0,8920100000.0,8920100000.0,9121600000.0,9121600000.0,9121600000.0,9121600000.0,9314800000.0,9121600000.0,9314800000.0,9314800000.0,9314800000.0,9504400000.0,9504400000.0,9504400000.0,9504400000.0,9846100000.0,9504400000.0,9846100000.0,9846100000.0,10038100000.0,10038100000.0,10038100000.0
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,54400000.0,,,,45800000.0,,,,42700000.0,,,,38400000.0,,,,32900000.0,,,,33900000.0,,,,31900000.0,,,,25800000.0,,,,41200000.0,,,,50900000.0,,,,62500000.0,,57500000.0,,,58200000.0,,,,58800000.0,,58800000.0,,88100000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,18800000.0,,,,14400000.0,,,,17200000.0,,,,22800000.0,,,,22700000.0,,,,22300000.0,,,,34100000.0,,,,51600000.0,,,,60200000.0,,,,65700000.0,65000000.0,65000000.0,65000000.0,65000000.0,,,,75800000.0,,58600000.0,,,60100000.0,,,,78400000.0,,78400000.0,,75100000.0,,,
AmortizationOfIntangibleAssets / USD,,,,,,,,,,,93200000.0,,,,92300000.0,,,,93800000.0,,,,97100000.0,29200000.0,51400000.0,72000000.0,78500000.0,20400000.0,53400000.0,176000000.0,92500000.0,126600000.0,260400000.0,424700000.0,337400000.0,152000000.0,299700000.0,452400000.0,565900000.0,150800000.0,300300000.0,447900000.0,603900000.0,143400000.0,290300000.0,436900000.0,595900000.0,147600000.0,295300000.0,445000000.0,584300000.0,133600000.0,500900000.0,266500000.0,398700000.0,512100000.0,130800000.0,263800000.0,395300000.0,529500000.0,133400000.0,529500000.0,416600000.0,526800000.0,142100000.0,286100000.0,434300000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,15200000.0,14700000.0,11200000.0,12800000.0,13100000.0,13500000.0,14300000.0,12700000.0,12200000.0,12700000.0,13700000.0,12300000.0,12600000.0,12300000.0,13200000.0,6300000.0,5600000.0,4200000.0,11900000.0,,,700000.0,3100000.0,1100000.0,700000.0,700000.0,500000.0,1100000.0,700000.0,500000.0,500000.0,500000.0,700000.0,800000.0,900000.0,1200000.0,2300000.0,1800000.0,1000000.0,1300000.0,1700000.0,1200000.0,0.0,0.0,400000.0,1300000.0,900000.0,400000.0,900000.0,400000.0,900000.0,0.0,2900000.0,3300000.0,4400000.0,1300000.0,2000000.0,1300000.0,2000000.0,4400000.0,1600000.0,2300000.0,3000000.0
Assets / USD,7239000000.0,7239000000.0,7239000000.0,7785500000.0,7785500000.0,7785500000.0,7785500000.0,7999900000.0,7999900000.0,7999900000.0,7785500000.0,8515300000.0,8515300000.0,8515300000.0,7999900000.0,9012400000.0,9012400000.0,9012400000.0,8515300000.0,9580600000.0,9580600000.0,9580600000.0,9012400000.0,9634700000.0,9634700000.0,9658000000.0,9595000000.0,27160600000.0,27160600000.0,27160600000.0,27160600000.0,26684400000.0,26684400000.0,26684400000.0,26684400000.0,26014000000.0,26014000000.0,26014000000.0,26014000000.0,24126800000.0,24126800000.0,24126800000.0,24126800000.0,24638700000.0,24638700000.0,24638700000.0,24638700000.0,24417700000.0,24417700000.0,24417700000.0,24417700000.0,23456400000.0,24417700000.0,23456400000.0,23456400000.0,23456400000.0,21066000000.0,21066000000.0,21066000000.0,21066000000.0,21496900000.0,21066000000.0,21496900000.0,21496900000.0,21365300000.0,21365300000.0,21365300000.0
