fact_unit,2009-04-29,2009-07-23,2009-10-22,2009-10-23,2010-01-29,2010-04-26,2010-08-02,2010-10-28,2011-02-08,2011-04-25,2011-08-05,2011-10-25,2011-11-08,2012-02-09,2012-04-25,2012-07-27,2012-10-26,2013-02-07,2013-05-02,2013-07-31,2013-10-30,2014-02-04,2014-05-01,2014-07-30,2014-10-29,2015-02-06,2015-04-30,2015-07-31,2015-10-29,2016-02-03,2016-04-29,2016-07-28,2016-10-31,2017-02-07,2017-05-03,2017-08-01,2017-11-01,2018-02-07,2018-05-01,2018-08-01,2018-10-30,2019-02-05,2019-04-30,2019-07-30,2019-11-08,2020-02-04,2020-04-28,2020-07-27,2020-10-27,2021-02-08,2021-04-27,2021-07-27,2021-10-26,2022-02-07,2022-05-02,2022-08-02,2022-10-31,2023-02-07,2023-04-28,2023-07-28,2023-10-30,2024-02-06,2024-04-26,2024-07-29,2024-10-28,2025-02-07,2025-04-25,2025-07-24,2025-10-23
AcceleratedShareRepurchasesInitialPricePaidPerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.43,,,
AccountsAndOtherReceivablesNetCurrent / USD,,,,,,,,,,,,,,,299000000.0,299000000.0,299000000.0,299000000.0,332000000.0,332000000.0,332000000.0,332000000.0,419000000.0,419000000.0,419000000.0,419000000.0,365000000.0,365000000.0,365000000.0,365000000.0,474000000.0,474000000.0,474000000.0,474000000.0,546000000.0,546000000.0,546000000.0,546000000.0,662000000.0,662000000.0,662000000.0,662000000.0,568000000.0,568000000.0,568000000.0,568000000.0,1086000000.0,1086000000.0,1086000000.0,1086000000.0,1130000000.0,1130000000.0,1130000000.0,1130000000.0,1357000000.0,1357000000.0,1357000000.0,1357000000.0,1040000000.0,1040000000.0,1040000000.0,1040000000.0,1154000000.0,1154000000.0,1154000000.0,1154000000.0,1110000000.0,1110000000.0,1110000000.0
AccountsPayableCurrent / USD,,,,,,,,,,,739.0,739.0,739000000.0,739000000.0,1057000000.0,1057000000.0,1057000000.0,1057000000.0,1107000000.0,1107000000.0,1107000000.0,1107000000.0,1247000000.0,1247000000.0,1247000000.0,1247000000.0,1203000000.0,1203000000.0,1203000000.0,1203000000.0,1188000000.0,1188000000.0,1188000000.0,1188000000.0,1178000000.0,1178000000.0,1178000000.0,1178000000.0,1320000000.0,1320000000.0,1320000000.0,1320000000.0,1416000000.0,1416000000.0,1416000000.0,1416000000.0,1574000000.0,1574000000.0,1574000000.0,1574000000.0,931000000.0,931000000.0,931000000.0,931000000.0,1282000000.0,1282000000.0,1282000000.0,1282000000.0,2004000000.0,2004000000.0,2004000000.0,2004000000.0,1862000000.0,1862000000.0,1862000000.0,1862000000.0,1818000000.0,1818000000.0,1818000000.0
AccountsPayableOtherCurrent / USD,,,,,,,,,,,,,,,,,,,,,,246000000.0,323000000.0,323000000.0,323000000.0,323000000.0,358000000.0,358000000.0,358000000.0,358000000.0,442000000.0,442000000.0,442000000.0,442000000.0,535000000.0,535000000.0,535000000.0,535000000.0,569000000.0,569000000.0,569000000.0,569000000.0,526000000.0,526000000.0,526000000.0,526000000.0,428000000.0,428000000.0,428000000.0,428000000.0,409000000.0,409000000.0,409000000.0,409000000.0,427000000.0,427000000.0,427000000.0,310000000.0,162000000.0,162000000.0,162000000.0,162000000.0,218000000.0,218000000.0,218000000.0,218000000.0,223000000.0,223000000.0,223000000.0
AccountsPayableTradeCurrent / USD,,,,,,,,,,,,,,,,,,,,,,174000000.0,189000000.0,189000000.0,189000000.0,189000000.0,123000000.0,123000000.0,123000000.0,123000000.0,178000000.0,178000000.0,178000000.0,178000000.0,138000000.0,138000000.0,138000000.0,138000000.0,186000000.0,186000000.0,186000000.0,186000000.0,263000000.0,263000000.0,263000000.0,263000000.0,304000000.0,304000000.0,304000000.0,304000000.0,111000000.0,111000000.0,111000000.0,111000000.0,156000000.0,156000000.0,156000000.0,156000000.0,277000000.0,277000000.0,277000000.0,277000000.0,265000000.0,265000000.0,265000000.0,265000000.0,339000000.0,339000000.0,339000000.0
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000000.0,46000000.0,,58000000.0,58000000.0,58000000.0,,117000000.0,117000000.0,117000000.0,,104000000.0,104000000.0,104000000.0,,47000000.0,47000000.0,47000000.0
AccrualForTaxesOtherThanIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,62000000.0,62000000.0,65000000.0,81000000.0,81000000.0,81000000.0,81000000.0,62000000.0,62000000.0,62000000.0,62000000.0,68000000.0,68000000.0,68000000.0,68000000.0,57000000.0,57000000.0,57000000.0,57000000.0,68000000.0,68000000.0,,68000000.0,,,,79000000.0,,,,84000000.0,,,,65000000.0,,,,37000000.0,,,,63000000.0,,,
AccruedBonusesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000000.0,329000000.0,329000000.0,329000000.0,329000000.0,188000000.0,188000000.0,188000000.0,188000000.0,83000000.0,83000000.0,,,,,,,,,,,,,,,,,150000000.0,,563000000.0,563000000.0,563000000.0,,2022000000.0,2022000000.0,2022000000.0,2022000000.0,208000000.0,208000000.0,208000000.0
AccruedEmployeeBenefitsCurrent / USD,,,,,,,,,,,,,,43000000.0,56000000.0,56000000.0,56000000.0,56000000.0,70000000.0,70000000.0,70000000.0,70000000.0,73000000.0,73000000.0,73000000.0,73000000.0,84000000.0,84000000.0,84000000.0,84000000.0,86000000.0,86000000.0,86000000.0,86000000.0,96000000.0,96000000.0,96000000.0,96000000.0,100000000.0,100000000.0,100000000.0,100000000.0,107000000.0,107000000.0,107000000.0,107000000.0,120000000.0,120000000.0,120000000.0,120000000.0,111000000.0,111000000.0,111000000.0,111000000.0,152000000.0,152000000.0,152000000.0,152000000.0,261000000.0,261000000.0,261000000.0,261000000.0,163000000.0,163000000.0,163000000.0,163000000.0,192000000.0,192000000.0,192000000.0
AccruedLiabilitiesCurrent / USD,,,,,,,729000000.0,729000000.0,729000000.0,863000000.0,863.0,863.0,863000000.0,863000000.0,996000000.0,996000000.0,996000000.0,996000000.0,1102000000.0,1102000000.0,1102000000.0,1102000000.0,1229000000.0,1229000000.0,1229000000.0,1229000000.0,1565000000.0,1565000000.0,1565000000.0,1565000000.0,2591000000.0,2591000000.0,2591000000.0,2591000000.0,1985000000.0,1985000000.0,1985000000.0,1985000000.0,1700000000.0,1700000000.0,1700000000.0,1700000000.0,1749000000.0,1749000000.0,1749000000.0,1749000000.0,1749000000.0,1749000000.0,1749000000.0,1749000000.0,2259000000.0,2259000000.0,2259000000.0,2259000000.0,1624000000.0,1624000000.0,1624000000.0,1624000000.0,2043000000.0,2043000000.0,2043000000.0,2043000000.0,3606000000.0,3606000000.0,3606000000.0,3606000000.0,2206000000.0,2206000000.0,2206000000.0
