fact_unit,2009-08-04,2009-10-30,2010-02-26,2010-04-30,2010-07-30,2010-11-01,2011-02-25,2011-05-03,2011-07-29,2011-10-28,2012-02-28,2012-04-27,2012-07-27,2012-10-26,2013-02-26,2013-04-26,2013-07-26,2013-10-25,2014-02-25,2014-04-25,2014-07-25,2014-10-23,2015-02-20,2015-04-23,2015-07-23,2015-10-22,2016-02-24,2016-04-28,2016-07-28,2016-11-02,2017-02-28,2017-04-28,2017-07-27,2017-10-27,2018-02-23,2018-04-26,2018-07-26,2018-10-25,2019-02-21,2019-04-26,2019-07-25,2019-10-24,2020-02-20,2020-05-06,2020-08-06,2020-10-22,2021-02-25,2021-04-22,2021-07-22,2021-10-28,2022-02-24,2022-04-28,2022-07-27,2022-10-27,2023-02-23,2023-05-04,2023-05-26,2023-07-27,2023-11-02,2024-02-26,2024-04-30,2024-07-30,2024-11-06,2025-02-13,2025-05-06,2025-07-30,2025-10-29
AccountsPayableCurrent / USD,1297000000.0,1297000000.0,1297000000.0,1158000000.0,1158000000.0,1158000000.0,1158000000.0,1061000000.0,1061000000.0,1061000000.0,1061000000.0,1095000000.0,1095000000.0,1095000000.0,1095000000.0,1169000000.0,1169000000.0,1169000000.0,1169000000.0,1266000000.0,1266000000.0,1266000000.0,1266000000.0,1287000000.0,1287000000.0,1258000000.0,1258200000.0,1418000000.0,1418000000.0,1418000000.0,1418000000.0,1688500000.0,1688500000.0,1688500000.0,1688500000.0,2065300000.0,2065300000.0,2065300000.0,2065300000.0,1874300000.0,1874300000.0,1874300000.0,1874300000.0,2085800000.0,2085800000.0,2085800000.0,2085800000.0,1709700000.0,1709700000.0,1709700000.0,1709700000.0,2054600000.0,2054600000.0,2054600000.0,2054600000.0,2670800000.0,2108000000.0,2670800000.0,2670800000.0,2670800000.0,2032500000.0,2032500000.0,2032500000.0,2032500000.0,2637600000.0,2637600000.0,2637600000.0
AccountsReceivableGrossCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615900000.0,615900000.0,705100000.0,705100000.0,705100000.0,705100000.0,643900000.0,643900000.0,643900000.0,643900000.0,699000000.0,699000000.0,699000000.0,699000000.0,625300000.0,625300000.0,625300000.0,625300000.0,613600000.0,613600000.0,613600000.0,613600000.0,720900000.0,720900000.0,720900000.0,720900000.0,1145100000.0,737400000.0,1145100000.0,1145100000.0,1145100000.0,1029900000.0,1029900000.0,1029900000.0,1029900000.0,1100100000.0,1100100000.0,1100100000.0
AccountsReceivableNetCurrent / USD,1066000000.0,1066000000.0,1066000000.0,1050000000.0,1050000000.0,1050000000.0,1050000000.0,1923000000.0,1923000000.0,1923000000.0,1923000000.0,1834000000.0,1834000000.0,1834000000.0,1834000000.0,1871000000.0,1871000000.0,1871000000.0,1871000000.0,1860000000.0,1860000000.0,1860000000.0,1860000000.0,1926000000.0,1926000000.0,1835000000.0,1835200000.0,1640500000.0,1640500000.0,1640500000.0,1640500000.0,1916700000.0,1916700000.0,1916700000.0,1916700000.0,1891000000.0,1891000000.0,1891000000.0,1891000000.0,1926500000.0,1926500000.0,1926500000.0,1926500000.0,1705100000.0,1705100000.0,1705100000.0,1705100000.0,1842700000.0,1842700000.0,1842700000.0,1842700000.0,1941600000.0,1941600000.0,1941600000.0,1941600000.0,2668000000.0,1974900000.0,2668000000.0,2668000000.0,2668000000.0,2447400000.0,2447400000.0,2447400000.0,2447400000.0,2631900000.0,2631900000.0,2631900000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,16723000000.0,16723000000.0,16723000000.0,17340000000.0,17340000000.0,17340000000.0,17340000000.0,18066000000.0,18066000000.0,18066000000.0,18066000000.0,18699000000.0,18699000000.0,18699000000.0,18699000000.0,18691000000.0,18691000000.0,18691000000.0,18691000000.0,19288000000.0,19288000000.0,19288000000.0,19288000000.0,20188000000.0,20188000000.0,19971000000.0,19970800000.0,19348200000.0,19348200000.0,19348200000.0,19348200000.0,16397300000.0,16397300000.0,16397300000.0,16397300000.0,17167000000.0,17167000000.0,17167000000.0,17167000000.0,17986100000.0,17986100000.0,17986100000.0,17986100000.0,19007600000.0,19007600000.0,19007600000.0,19007600000.0,20411400000.0,20411400000.0,20411400000.0,20411400000.0,20805100000.0,20805100000.0,20805100000.0,20805100000.0,23682300000.0,21920900000.0,23682300000.0,23682300000.0,23682300000.0,24553000000.0,24553000000.0,24553000000.0,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-452000000.0,-452000000.0,-452000000.0,-374000000.0,-374000000.0,-374000000.0,-374000000.0,-381000000.0,-381000000.0,-381000000.0,-381000000.0,-470000000.0,-470000000.0,-470000000.0,-470000000.0,-337000000.0,-337000000.0,-337000000.0,-337000000.0,-337000000.0,-337000000.0,-337000000.0,-337000000.0,-115000000.0,-115000000.0,-115000000.0,-337000000.0,-103100000.0,-103100000.0,-103100000.0,-115200000.0,-127100000.0,-127100000.0,-127100000.0,-103100000.0,-156300000.0,-156300000.0,-156300000.0,-127100000.0,-67800000.0,-67800000.0,-67800000.0,-156300000.0,-120400000.0,-120400000.0,-120400000.0,-67800000.0,-147700000.0,-147700000.0,-147700000.0,-120400000.0,-85100000.0,-85100000.0,-85100000.0,-147700000.0,184800000.0,-147700000.0,184800000.0,184800000.0,-85100000.0,83700000.0,83700000.0,83700000.0,-55500000.0,-3100000.0,-3100000.0,-3100000.0
AdditionalPaidInCapital / USD,4527000000.0,4527000000.0,4527000000.0,5824000000.0,5824000000.0,5824000000.0,5824000000.0,5904000000.0,5904000000.0,5904000000.0,5904000000.0,5970000000.0,5970000000.0,5970000000.0,5970000000.0,6049000000.0,6049000000.0,6049000000.0,6049000000.0,6131000000.0,6131000000.0,6131000000.0,6131000000.0,6204000000.0,6204000000.0,6204000000.0,6203400000.0,6296500000.0,6296500000.0,6296500000.0,6296500000.0,6332600000.0,6332600000.0,6332600000.0,6332600000.0,6398700000.0,6398700000.0,6398700000.0,6398700000.0,6486100000.0,6486100000.0,6486100000.0,6486100000.0,6535600000.0,6535600000.0,6535600000.0,6535600000.0,6588900000.0,6588900000.0,6588900000.0,6588900000.0,7172600000.0,7172600000.0,7172600000.0,7172600000.0,8051000000.0,7172600000.0,8051000000.0,8051000000.0,8051000000.0,9073900000.0,9073900000.0,9073900000.0,9073900000.0,9606100000.0,9606100000.0,9606100000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63300000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,42000000.0,42000000.0,42000000.0,37000000.0,37000000.0,37000000.0,37000000.0,41000000.0,41000000.0,41000000.0,41000000.0,32000000.0,32000000.0,32000000.0,32000000.0,36000000.0,36000000.0,36000000.0,36000000.0,60000000.0,60000000.0,60000000.0,60000000.0,21000000.0,21000000.0,20000000.0,20800000.0,29000000.0,29000000.0,29000000.0,29000000.0,37900000.0,37900000.0,37900000.0,37900000.0,38500000.0,38500000.0,38500000.0,38500000.0,36800000.0,36800000.0,36800000.0,36800000.0,43700000.0,43700000.0,43700000.0,43700000.0,71100000.0,71100000.0,71100000.0,71100000.0,55600000.0,55600000.0,55600000.0,55600000.0,57100000.0,55400000.0,57100000.0,57100000.0,57100000.0,60100000.0,60100000.0,60100000.0,60100000.0,60800000.0,60800000.0,60800000.0
AmortizationOfDeferredPropertyTaxes / USD,36000000.0,136000000.0,-26000000.0,-64000000.0,38000000.0,144000000.0,-13000000.0,-53000000.0,54000000.0,157000000.0,-17000000.0,-52000000.0,62000000.0,173000000.0,-21000000.0,-49000000.0,68000000.0,181000000.0,-15000000.0,-51000000.0,68000000.0,191000000.0,-19000000.0,-54000000.0,92000000.0,220000000.0,-35400000.0,-34800000.0,102000000.0,247100000.0,-41800000.0,-34400000.0,131300000.0,288300000.0,-52400000.0,-44400000.0,122900000.0,291400000.0,-19000000.0,-63700000.0,119900000.0,304800000.0,-29500000.0,-75600000.0,137600000.0,341700000.0,-59100000.0,-59800000.0,173600000.0,396900000.0,-73800000.0,-74800000.0,167300000.0,415100000.0,-43300000.0,-82000000.0,-43300000.0,191600000.0,459900000.0,-68000000.0,-101600000.0,202700000.0,486100000.0,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,,,,,,,432366.0,136250.0,452216.0,136250.0,70050.0,10000.0,136250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697000.0,156000.0,0.0,0.0,0.0,0.0,377000.0,128000.0,,128000.0,,,0.0,,,,0.0,0.0,0.0,0.0
