fact_unit,2009-08-10,2009-11-06,2010-02-09,2010-06-02,2010-08-09,2010-11-08,2011-02-08,2011-05-31,2011-06-21,2011-08-09,2011-11-07,2012-02-06,2012-05-30,2012-08-09,2012-11-09,2013-02-11,2013-05-30,2013-08-09,2013-11-08,2014-02-07,2014-05-30,2014-08-11,2014-11-10,2015-02-03,2015-05-27,2015-08-06,2015-11-09,2016-02-05,2016-05-24,2016-08-09,2016-11-08,2017-02-08,2017-05-30,2017-08-04,2017-11-07,2018-02-07,2018-05-18,2018-08-09,2018-11-07,2019-02-06,2019-05-30,2019-08-07,2019-11-06,2020-02-04,2020-05-22,2020-08-04,2020-11-05,2021-02-04,2021-05-18,2021-08-03,2021-11-04,2022-02-03,2022-05-20,2022-08-02,2022-11-03,2023-02-02,2023-05-25,2023-08-03,2023-11-02,2024-02-01,2024-05-23,2024-08-01,2024-11-05,2025-02-06,2025-05-23,2025-08-07,2025-11-06
AccountsPayableCurrent / USD,,,,,,,,,,,,,68433000.0,,,,50287000.0,75551000.0,75551000.0,75551000.0,75551000.0,74050000.0,74050000.0,74050000.0,74050000.0,86866000.0,86866000.0,86866000.0,86866000.0,79312000.0,79312000.0,79312000.0,79312000.0,149233000.0,149233000.0,149233000.0,149200000.0,144100000.0,144100000.0,144100000.0,144100000.0,226400000.0,226400000.0,226400000.0,226400000.0,246800000.0,246800000.0,246800000.0,246800000.0,292400000.0,292400000.0,292400000.0,292400000.0,344700000.0,344700000.0,344700000.0,344700000.0,396900000.0,396900000.0,396900000.0,396900000.0,213000000.0,213000000.0,213000000.0,213000000.0,160600000.0,160600000.0
AccountsReceivableGrossCurrent / USD,,,,,,,,140915000.0,140915000.0,184040000.0,184040000.0,184040000.0,184040000.0,172803000.0,172803000.0,172803000.0,172803000.0,232719000.0,232719000.0,232719000.0,232719000.0,245323000.0,245323000.0,245323000.0,245323000.0,276558000.0,276558000.0,276558000.0,276558000.0,292723000.0,292723000.0,292723000.0,292723000.0,480457000.0,480457000.0,480457000.0,480500000.0,565900000.0,565900000.0,565900000.0,565900000.0,882600000.0,882600000.0,882600000.0,882600000.0,938900000.0,938900000.0,938900000.0,938900000.0,1002900000.0,1002900000.0,1002900000.0,1002900000.0,1078800000.0,1078800000.0,1078800000.0,1078800000.0,1313900000.0,1313900000.0,1313900000.0,1313900000.0,1151800000.0,1151800000.0,1151800000.0,1151800000.0,695600000.0,695600000.0
AccountsReceivableNetCurrent / USD,88525000.0,88525000.0,88525000.0,88525000.0,137806000.0,137806000.0,137806000.0,137806000.0,137806000.0,181202000.0,181202000.0,181202000.0,181202000.0,170201000.0,170201000.0,170201000.0,170201000.0,229955000.0,229955000.0,229955000.0,229955000.0,242405000.0,242405000.0,242405000.0,242405000.0,273937000.0,273937000.0,273937000.0,273937000.0,290183000.0,290183000.0,290183000.0,290183000.0,478373000.0,478373000.0,478373000.0,478400000.0,563700000.0,563700000.0,563700000.0,563700000.0,880600000.0,880600000.0,880600000.0,880600000.0,934000000.0,934000000.0,934000000.0,934000000.0,997700000.0,997700000.0,997700000.0,997700000.0,1072600000.0,1072600000.0,1072600000.0,1072600000.0,1305300000.0,1305300000.0,1305300000.0,1305300000.0,1143700000.0,1143700000.0,1143700000.0,1143700000.0,689700000.0,689700000.0
AccruedIncomeTaxesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90800000.0,90800000.0,90800000.0,90800000.0,99100000.0,99100000.0
AccruedIncomeTaxesNoncurrent / USD,,,,,,,,,,58125000.0,58125000.0,58125000.0,58125000.0,70490000.0,70490000.0,70490000.0,70490000.0,182723000.0,182723000.0,182723000.0,182723000.0,179966000.0,179966000.0,179966000.0,179966000.0,114336000.0,114336000.0,114336000.0,114336000.0,111061000.0,111061000.0,111061000.0,111061000.0,184945000.0,184945000.0,184945000.0,184900000.0,754900000.0,754900000.0,754900000.0,754900000.0,756200000.0,756200000.0,756200000.0,756200000.0,668400000.0,668400000.0,668400000.0,668400000.0,689900000.0,689900000.0,689900000.0,689900000.0,704600000.0,704600000.0,704600000.0,704600000.0,705700000.0,705700000.0,705700000.0,705700000.0,649200000.0,649200000.0,649200000.0,649200000.0,633400000.0,633400000.0
AccruedLiabilitiesAndOtherLiabilities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114500000.0,240300000.0,240300000.0,240300000.0,240300000.0,208800000.0,208800000.0,208800000.0,208800000.0,193700000.0,193700000.0,193700000.0,193700000.0,277200000.0,277200000.0,277200000.0,277200000.0,334800000.0,334800000.0,334800000.0,334800000.0,223400000.0,223400000.0,223400000.0,223400000.0,208500000.0,208500000.0
AccruedLiabilitiesCurrent / USD,,,,,,,,,,131839000.0,131839000.0,131839000.0,131839000.0,88877000.0,88877000.0,88877000.0,88877000.0,127108000.0,127108000.0,127108000.0,127108000.0,96731000.0,96731000.0,96731000.0,96731000.0,100978000.0,100978000.0,100978000.0,100978000.0,119265000.0,119265000.0,119265000.0,119265000.0,212450000.0,212450000.0,212450000.0,212500000.0,229600000.0,229600000.0,229600000.0,229600000.0,787300000.0,787300000.0,787300000.0,787300000.0,781800000.0,781800000.0,781800000.0,781800000.0,794300000.0,794300000.0,794300000.0,794300000.0,1054300000.0,1054300000.0,1054300000.0,1054300000.0,1323500000.0,1323500000.0,1323500000.0,1323500000.0,1307000000.0,1307000000.0,1307000000.0,1307000000.0,994500000.0,994500000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,,1171398000.0,1171398000.0,1289164000.0,1289164000.0,1289164000.0,1289164000.0,1301939000.0,1301939000.0,1301939000.0,1301939000.0,1383141000.0,1383141000.0,1383141000.0,1383141000.0,1469052000.0,1469052000.0,1469052000.0,1469052000.0,1560844000.0,1560844000.0,1560844000.0,1560844000.0,1657877000.0,1657877000.0,1657877000.0,1657877000.0,1769015000.0,1769015000.0,1769015000.0,1769000000.0,1876200000.0,1876200000.0,1876200000.0,1876200000.0,1949000000.0,1949000000.0,1949000000.0,1949000000.0,2090000000.0,2090000000.0,2090000000.0,2090000000.0,2242000000.0,2242000000.0,2242000000.0,2242000000.0,2448700000.0,2448700000.0,2448700000.0,2448700000.0,2651200000.0,2651200000.0,2651200000.0,2651200000.0,2818700000.0,2818700000.0,2818700000.0,2818700000.0,2342400000.0,2342400000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,4312000.0,4312000.0,4312000.0,4312000.0,3032000.0,3032000.0,3032000.0,3032000.0,3032000.0,3357000.0,3357000.0,3357000.0,3357000.0,3101000.0,3101000.0,3101000.0,3101000.0,6935000.0,6935000.0,6935000.0,3101000.0,1051000.0,1051000.0,1051000.0,6935000.0,11076000.0,11076000.0,11076000.0,1051000.0,-3357000.0,-3357000.0,-3357000.0,-3357000.0,-14378000.0,-14378000.0,-14378000.0,-14400000.0,-17600000.0,-17600000.0,-17600000.0,-17600000.0,-20700000.0,-20700000.0,-20700000.0,-20700000.0,-21600000.0,-21600000.0,-21600000.0,-21600000.0,-26200000.0,-26200000.0,-26200000.0,-26200000.0,-20600000.0,-20600000.0,-20600000.0,-20600000.0,-4100000.0,-4100000.0,-4100000.0,-4100000.0,-3500000.0,-3500000.0,-3500000.0,-3500000.0,-1700000.0,-1700000.0
AdditionalPaidInCapitalCommonStock / USD,,,,,,,,,,,,,,,,,,,,,,,,,,999515000.0,999515000.0,999515000.0,999515000.0,1391553000.0,1391553000.0,1391553000.0,1391553000.0,2537344000.0,2537344000.0,2537344000.0,2537400000.0,2562500000.0,2562500000.0,2562500000.0,2562500000.0,2679600000.0,2679600000.0,2679600000.0,2679600000.0,2675100000.0,2675100000.0,2675100000.0,2675100000.0,2403300000.0,2403100000.0,2403100000.0,2403100000.0,2535900000.0,2535900000.0,2535900000.0,2535900000.0,2413300000.0,2413300000.0,2413300000.0,2413300000.0,2482900000.0,2482900000.0,2482900000.0,2482900000.0,3909900000.0,3909900000.0
