fact_unit,2010-09-03,2010-12-09,2011-03-25,2011-06-03,2011-09-02,2011-12-08,2012-03-27,2012-06-01,2012-08-31,2012-12-06,2013-03-27,2013-06-04,2013-09-05,2013-12-10,2014-03-27,2014-06-04,2014-09-09,2014-12-03,2015-03-25,2015-05-12,2015-08-05,2015-08-07,2015-10-30,2016-02-26,2016-04-28,2016-07-29,2016-11-04,2017-02-24,2017-05-05,2017-08-04,2017-11-03,2018-02-23,2018-05-04,2018-07-27,2018-10-26,2019-02-19,2019-04-30,2019-07-30,2019-10-29,2020-02-18,2020-05-05,2020-08-04,2020-11-02,2021-02-23,2021-05-04,2021-08-03,2021-11-02,2022-02-15,2022-05-03,2022-08-02,2022-11-01,2023-02-14,2023-05-02,2023-08-01,2023-10-31,2024-02-13,2024-04-30,2024-07-30,2024-10-29,2025-02-11,2025-05-06,2025-08-05,2025-11-04
AccountsPayableAndAccruedLiabilitiesCurrent / USD,1191000000.0,1191000000.0,1191000000.0,1205000000.0,1205000000.0,1205000000.0,1205000000.0,1964000000.0,1964000000.0,1961000000.0,1961000000.0,1249000000.0,1249000000.0,787000000.0,782000000.0,716000000.0,716000000.0,716000000.0,716000000.0,675000000.0,675000000.0,675000000.0,675000000.0,675000000.0,769000000.0,769000000.0,761000000.0,761000000.0,,1427000000.0,1427000000.0,1427000000.0,1639000000.0,1639000000.0,1639000000.0,1639000000.0,1491000000.0,1491000000.0,1491000000.0,1491000000.0,1837000000.0,1837000000.0,1837000000.0,1837000000.0,2175000000.0,2175000000.0,2175000000.0,2175000000.0,2141000000.0,2141000000.0,2141000000.0,2141000000.0,2254000000.0,2254000000.0,2254000000.0,2254000000.0,2277000000.0,2277000000.0,2277000000.0,2277000000.0,2131000000.0,2131000000.0,2131000000.0
AccountsPayableCurrent / USD,,,511000000.0,,,,457000000.0,,,,485000000.0,,,,259000000.0,,,,218000000.0,,,,,244000000.0,,,,306000000.0,591000000.0,,,591000000.0,,,,557000000.0,,,,547000000.0,,,,592000000.0,,,,731000000.0,,,,692000000.0,,,,733000000.0,,,,736000000.0,,,
AccountsReceivableNetCurrent / USD,,,,,,,,,,,,,,,,,,,1082000000.0,,,,,896000000.0,,,921000000.0,921000000.0,,,,1657000000.0,,,,1831000000.0,,,,1877000000.0,,,,1734000000.0,,,,2137000000.0,,,,2189000000.0,,,,2350000000.0,,,,2429000000.0,,,
AccruedLiabilitiesCurrent / USD,,,525000000.0,,,,630000000.0,,,,1265000000.0,,,,435000000.0,,,,395000000.0,,,,,327000000.0,,,,318000000.0,836000000.0,,,493000000.0,,,,747000000.0,,,,650000000.0,,,,822000000.0,,,,939000000.0,,,,747000000.0,,,,772000000.0,,,,826000000.0,,,
AccruedVacationCurrent / USD,,,253000000.0,,,,247000000.0,,,,246000000.0,,,,152000000.0,,,,128000000.0,,,,,123000000.0,,,,121000000.0,,,,244000000.0,,,,236000000.0,,,,225000000.0,,,,232000000.0,,,,329000000.0,,,,351000000.0,,,,356000000.0,,,,380000000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-44000000.0,-44000000.0,-44000000.0,-7000000.0,-7000000.0,-7000000.0,-7000000.0,-11000000.0,-11000000.0,-11000000.0,-11000000.0,-2000000.0,-2000000.0,-2000000.0,-2000000.0,-6000000.0,-6000000.0,-6000000.0,-6000000.0,-11000000.0,-11000000.0,-11000000.0,-11000000.0,-11000000.0,-8000000.0,-8000000.0,-8000000.0,-8000000.0,-4000000.0,-4000000.0,-4000000.0,-4000000.0,33000000.0,33000000.0,33000000.0,33000000.0,-30000000.0,-30000000.0,-30000000.0,-30000000.0,-70000000.0,-70000000.0,-70000000.0,-70000000.0,-46000000.0,-46000000.0,-46000000.0,-46000000.0,-12000000.0,-12000000.0,-12000000.0,-12000000.0,-73000000.0,-73000000.0,-73000000.0,-73000000.0,-48000000.0,-48000000.0,-48000000.0,-48000000.0,-110000000.0,-110000000.0,-110000000.0
AdditionalPaidInCapital / USD,,,2096000000.0,2090000000.0,2090000000.0,2090000000.0,2090000000.0,2028000000.0,2028000000.0,2028000000.0,2028000000.0,2110000000.0,2110000000.0,2110000000.0,2110000000.0,1576000000.0,1576000000.0,1576000000.0,1576000000.0,1433000000.0,1433000000.0,1433000000.0,1433000000.0,1433000000.0,1353000000.0,1353000000.0,1353000000.0,1353000000.0,3316000000.0,3316000000.0,3316000000.0,3316000000.0,3344000000.0,3344000000.0,3344000000.0,3344000000.0,2966000000.0,2966000000.0,2966000000.0,2966000000.0,2587000000.0,2587000000.0,2587000000.0,2587000000.0,2580000000.0,2580000000.0,2580000000.0,2580000000.0,2423000000.0,2423000000.0,2423000000.0,2423000000.0,2005000000.0,2005000000.0,2005000000.0,2005000000.0,1885000000.0,1885000000.0,1885000000.0,1885000000.0,1112000000.0,1112000000.0,1112000000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,51000000.0,78000000.0,94000000.0,25000000.0,44000000.0,65000000.0,106000000.0,24000000.0,46000000.0,67000000.0,102000000.0,24000000.0,45000000.0,64000000.0,85000000.0,11000000.0,23000000.0,33000000.0,84000000.0,,,,,76000000.0,,,22000000.0,42000000.0,,,,30000000.0,10000000.0,20000000.0,32000000.0,35000000.0,11000000.0,11000000.0,11000000.0,43000000.0,12000000.0,12000000.0,12000000.0,44000000.0,15000000.0,15000000.0,15000000.0,52000000.0,15000000.0,15000000.0,15000000.0,62000000.0,16000000.0,16000000.0,16000000.0,67000000.0,18000000.0,18000000.0,18000000.0,73000000.0,20000000.0,20000000.0,20000000.0
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57000000.0,48000000.0
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,42000000.0,,,,,,,,,,,,,23000000.0,,,,,,,,,,,,,,,,,44000000.0,,,,52000000.0,,,,62000000.0,,,,67000000.0,,,,73000000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,10000000.0,,,,9000000.0,,,,6000000.0,,,,6000000.0,,,,15000000.0,,,,,10000000.0,,,10000000.0,10000000.0,,,,11000000.0,,,,14000000.0,,,,8000000.0,,,,24000000.0,,,,39000000.0,,,,27000000.0,,,,28000000.0,,,,28000000.0,,,
AmortizationOfIntangibleAssets / USD,,,30000000.0,,,,26000000.0,,22000000.0,35000000.0,40000000.0,10000000.0,18000000.0,30000000.0,32000000.0,12000000.0,22000000.0,29000000.0,35000000.0,5000000.0,10000000.0,10000000.0,13000000.0,35000000.0,,,7000000.0,15000000.0,1000000.0,3000000.0,30000000.0,8000000.0,69000000.0,136000000.0,212000000.0,84000000.0,50000000.0,101000000.0,151000000.0,281000000.0,43000000.0,86000000.0,129000000.0,201000000.0,43000000.0,94000000.0,154000000.0,173000000.0,55000000.0,110000000.0,173000000.0,198000000.0,59000000.0,116000000.0,173000000.0,228000000.0,52000000.0,103000000.0,153000000.0,230000000.0,37000000.0,73000000.0,110000000.0
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount / shares,,,12000000.0,,,,,,,,,2000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,,,1000000.0,2000000.0,1000000.0,,1000000.0,2000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,1000000.0,1000000.0,0.0,500000.0
Assets / USD,5295000000.0,5295000000.0,5295000000.0,6223000000.0,6223000000.0,6223000000.0,6223000000.0,6667000000.0,6667000000.0,6667000000.0,6667000000.0,5875000000.0,5875000000.0,5875000000.0,5875000000.0,4162000000.0,4162000000.0,4162000000.0,4162000000.0,3281000000.0,3281000000.0,3281000000.0,3281000000.0,3281000000.0,3370000000.0,3370000000.0,3370000000.0,3370000000.0,9132000000.0,9132000000.0,9132000000.0,9132000000.0,8990000000.0,8990000000.0,8990000000.0,8990000000.0,8770000000.0,8770000000.0,8770000000.0,8770000000.0,9367000000.0,9367000000.0,9367000000.0,9367000000.0,12511000000.0,12511000000.0,12511000000.0,12511000000.0,13261000000.0,13261000000.0,13261000000.0,13261000000.0,13071000000.0,13071000000.0,13071000000.0,13071000000.0,12695000000.0,12695000000.0,12695000000.0,12695000000.0,13010000000.0,13010000000.0,13010000000.0
AssetsCurrent / USD,3193000000.0,3193000000.0,3193000000.0,3867000000.0,3867000000.0,3867000000.0,3867000000.0,4205000000.0,4205000000.0,4231000000.0,4231000000.0,3079000000.0,3084000000.0,3616000000.0,3617000000.0,1794000000.0,1807000000.0,1807000000.0,1807000000.0,1618000000.0,1618000000.0,1618000000.0,1618000000.0,1618000000.0,1793000000.0,1793000000.0,1793000000.0,1793000000.0,2381000000.0,2381000000.0,2381000000.0,2381000000.0,2674000000.0,2674000000.0,2674000000.0,2674000000.0,2839000000.0,2839000000.0,2839000000.0,2839000000.0,2812000000.0,2812000000.0,2812000000.0,2812000000.0,3339000000.0,3339000000.0,3339000000.0,3339000000.0,3619000000.0,3619000000.0,3619000000.0,3619000000.0,3643000000.0,3643000000.0,3643000000.0,3643000000.0,4005000000.0,4005000000.0,4005000000.0,4005000000.0,4334000000.0,4334000000.0,4334000000.0
BilledContractReceivables / USD,,,,,,,,,,,,,,,,,,,794000000.0,,,,,655000000.0,,,715000000.0,715000000.0,,,,847000000.0,,,,771000000.0,,,,1067000000.0,,,,1023000000.0,,,,1270000000.0,,,,1194000000.0,,,,1368000000.0,,,,1416000000.0,,,
CapitalLeaseObligationsIncurred / USD,,,,,,,,,,,,,,,2000000.0,,,,0.0,,,,0.0,1000000.0,,,6000000.0,0.0,0.0,0.0,0.0,6000000.0,6000000.0,6000000.0,6000000.0,0.0,,,,27000000.0,0.0,0.0,0.0,0.0,6000000.0,12000000.0,12000000.0,0.0,45000000.0,45000000.0,50000000.0,12000000.0,0.0,1000000.0,1000000.0,51000000.0,65000000.0,65000000.0,65000000.0,1000000.0,,,
CapitalizedContractCostAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000.0,40000000.0,83000000.0,146000000.0,,,,146000000.0,,,,417000000.0,,,,575000000.0,,,,428000000.0,,,,489000000.0,,,,417000000.0,,,
