fact_unit,2010-10-29,2011-01-06,2011-03-31,2011-07-19,2011-09-29,2012-01-04,2012-03-29,2012-07-17,2012-07-31,2012-10-02,2013-01-04,2013-03-28,2013-07-17,2013-11-05,2014-02-18,2014-05-06,2014-07-31,2014-10-30,2015-02-17,2015-04-30,2015-08-04,2015-11-03,2016-02-19,2016-05-04,2016-08-02,2016-11-01,2017-02-15,2017-05-03,2017-08-01,2017-11-03,2018-02-21,2018-05-09,2018-08-07,2018-11-06,2019-03-13,2019-05-07,2019-08-06,2019-11-05,2020-02-20,2020-05-05,2020-08-04,2020-11-03,2021-02-22,2021-05-04,2021-08-03,2021-11-02,2022-02-23,2022-05-03,2022-08-02,2022-11-08,2023-02-23,2023-05-04,2023-08-02,2023-11-08,2024-02-22,2024-05-02,2024-08-07,2024-11-12,2025-03-03,2025-05-07,2025-08-06,2025-11-05
AcceleratedShareRepurchasesFinalPricePaidPerShare / USD/shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.37,64.37,64.37,64.37,64.37,64.37,64.37,64.37,53.34,53.34,53.34,53.34,,,
AccountsPayableCurrent / USD,552500000.0,552500000.0,552500000.0,566700000.0,941100000.0,941100000.0,941100000.0,941100000.0,941100000.0,912400000.0,912400000.0,912400000.0,912400000.0,763100000.0,912400000.0,570200000.0,570200000.0,570200000.0,570200000.0,797300000.0,797300000.0,559600000.0,559600000.0,520600000.0,520600000.0,520600000.0,520600000.0,471800000.0,471800000.0,471800000.0,471800000.0,540900000.0,540900000.0,540900000.0,540900000.0,780900000.0,780900000.0,780900000.0,780900000.0,680400000.0,680400000.0,680400000.0,680400000.0,769100000.0,769100000.0,769100000.0,769100000.0,1260700000.0,1260700000.0,1260700000.0,1260700000.0,1292500000.0,1292500000.0,1292500000.0,1292500000.0,1166900000.0,1166900000.0,1166900000.0,1166900000.0,1156500000.0,1156500000.0,1156500000.0
AccountsReceivableGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807400000.0,,,,881500000.0,,,,1532400000.0,,,,1700800000.0,,,,1269900000.0,,,
AccountsReceivableGrossCurrent / USD,,,,545300000.0,,,,882500000.0,882500000.0,,,,706900000.0,,706900000.0,,,,460100000.0,,,,624900000.0,,,,572700000.0,,,,550800000.0,,,,563600000.0,,,,703700000.0,,,,644200000.0,,,,632800000.0,,,,954600000.0,,,,1242800000.0,,,,940900000.0,,,
AccrualForEnvironmentalLossContingencies / USD,26200000.0,26200000.0,26200000.0,26200000.0,41700000.0,41700000.0,41700000.0,41700000.0,41700000.0,27300000.0,27300000.0,27300000.0,27300000.0,24700000.0,27300000.0,31300000.0,31300000.0,31300000.0,31300000.0,32500000.0,32500000.0,32500000.0,32500000.0,25600000.0,25600000.0,25600000.0,25600000.0,79600000.0,79600000.0,79600000.0,79600000.0,35100000.0,35100000.0,35100000.0,35100000.0,58600000.0,58600000.0,58600000.0,58600000.0,39300000.0,39300000.0,39300000.0,39300000.0,61400000.0,61400000.0,61400000.0,61400000.0,57300000.0,57300000.0,57300000.0,57300000.0,185500000.0,185500000.0,185500000.0,185500000.0,203200000.0,203200000.0,203200000.0,203200000.0,197500000.0,197500000.0,197500000.0
AccruedEnvironmentalLossContingenciesCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148900000.0,90800000.0,90800000.0,90800000.0
AccruedEnvironmentalLossContingenciesNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54300000.0,106700000.0,106700000.0,106700000.0
AccruedIncomeTaxes / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400000.0,,,,65500000.0,,,,67800000.0,,,,83100000.0,,,,184300000.0,,,,208300000.0,,,,190000000.0,,,
AccruedLiabilitiesCurrent / USD,605400000.0,605500000.0,605400000.0,605500000.0,843600000.0,843600000.0,843600000.0,843600000.0,843600000.0,899900000.0,899900000.0,899900000.0,899900000.0,845100000.0,899900000.0,666300000.0,666300000.0,666300000.0,666300000.0,726100000.0,726100000.0,726100000.0,726100000.0,977500000.0,977500000.0,977500000.0,977500000.0,837300000.0,837300000.0,837300000.0,837300000.0,754400000.0,754400000.0,754400000.0,754400000.0,1092500000.0,1092500000.0,1092500000.0,754400000.0,1081900000.0,1081900000.0,1081900000.0,1081900000.0,1233100000.0,1233100000.0,1233100000.0,1233100000.0,1883600000.0,1883600000.0,1883600000.0,1883600000.0,2279900000.0,2279900000.0,2279900000.0,2279900000.0,1777100000.0,1777100000.0,1777100000.0,1777100000.0,1720100000.0,1720100000.0,1720100000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,2542900000.0,2542900000.0,2542900000.0,2542900000.0,2975800000.0,2975800000.0,2975800000.0,2975800000.0,2975800000.0,3284200000.0,3284200000.0,3284200000.0,3284200000.0,3284200000.0,3284200000.0,4025000000.0,4025000000.0,4025000000.0,4025000000.0,4633400000.0,4633400000.0,4633400000.0,4633400000.0,4633400000.0,4633400000.0,5038900000.0,5038900000.0,5718700000.0,5718700000.0,5718700000.0,5718700000.0,6274100000.0,6274100000.0,6274100000.0,6274100000.0,6934500000.0,6934500000.0,6934500000.0,6934500000.0,7292000000.0,7292000000.0,7292000000.0,7292000000.0,7292000000.0,7292000000.0,8106800000.0,8106800000.0,8238100000.0,7968400000.0,8238100000.0,8238100000.0,8944900000.0,8944900000.0,8944900000.0,8944900000.0,9914100000.0,9914100000.0,9914100000.0,9914100000.0,10499700000.0,10499700000.0,10499700000.0
