fact_unit,2009-08-07,2009-11-04,2010-02-24,2010-04-30,2010-07-30,2010-11-05,2011-02-18,2011-04-29,2011-07-29,2011-10-28,2012-02-17,2012-04-27,2012-07-27,2012-11-02,2013-02-15,2013-04-26,2013-07-26,2013-11-01,2014-02-13,2014-04-25,2014-07-25,2014-10-31,2015-02-23,2015-04-24,2015-07-24,2015-10-30,2016-02-12,2016-04-29,2016-06-06,2016-07-29,2016-10-28,2017-02-17,2017-04-28,2017-07-28,2017-11-03,2018-02-09,2018-05-03,2018-07-27,2018-10-26,2019-02-08,2019-04-26,2019-07-26,2019-10-31,2020-02-14,2020-05-06,2020-08-07,2020-11-06,2021-02-23,2021-05-06,2021-07-30,2021-10-29,2022-02-11,2022-05-06,2022-08-05,2022-10-28,2023-02-23,2023-04-28,2023-08-01,2023-10-27,2024-02-29,2024-05-01,2024-07-25,2024-10-30,2025-02-14,2025-04-25,2025-07-30,2025-10-31
AccountsPayableCurrent / USD,564000000.0,564000000.0,564000000.0,592800000.0,592800000.0,592800000.0,592800000.0,606500000.0,606500000.0,606500000.0,606500000.0,563600000.0,563600000.0,563600000.0,563600000.0,474500000.0,474500000.0,474500000.0,474500000.0,511400000.0,511400000.0,511400000.0,511400000.0,527300000.0,527300000.0,527300000.0,527300000.0,577400000.0,527300000.0,577400000.0,577400000.0,577400000.0,553800000.0,553800000.0,553800000.0,553800000.0,598100000.0,598100000.0,598100000.0,598100000.0,761500000.0,761500000.0,761500000.0,761500000.0,777900000.0,777900000.0,777900000.0,777900000.0,779000000.0,779000000.0,779000000.0,779000000.0,910000000.0,910000000.0,910000000.0,910000000.0,1221800000.0,1221800000.0,1221800000.0,1221800000.0,1411500000.0,1411500000.0,1411500000.0,1412000000.0,1345000000.0,1345000000.0,1345000000.0
AccountsReceivableNetCurrent / USD,945500000.0,945500000.0,945500000.0,865100000.0,865100000.0,865100000.0,865100000.0,828900000.0,828900000.0,828900000.0,828900000.0,825800000.0,825800000.0,825800000.0,825800000.0,836600000.0,836600000.0,836600000.0,836600000.0,890700000.0,890700000.0,890700000.0,890700000.0,930400000.0,930400000.0,930400000.0,930400000.0,962900000.0,930400000.0,962900000.0,962900000.0,962900000.0,994800000.0,994800000.0,994800000.0,994800000.0,1105900000.0,1105900000.0,1105900000.0,1105900000.0,1102700000.0,1102700000.0,1102700000.0,1102700000.0,1125900000.0,1125900000.0,1125900000.0,1125900000.0,1091300000.0,1091300000.0,1091300000.0,1091300000.0,1271400000.0,1271400000.0,1271400000.0,1271400000.0,1677200000.0,1677200000.0,1677200000.0,1677200000.0,1768400000.0,1768400000.0,1768400000.0,1768000000.0,1821000000.0,1821000000.0,1821000000.0
AccretionExpense / USD,0.0,,,,10000000.0,15100000.0,1700000.0,7300000.0,14500000.0,,,,,,,,32500000.0,46200000.0,,11800000.0,23700000.0,35600000.0,,11200000.0,22400000.0,33600000.0,,11000000.0,,23100000.0,35200000.0,,11600000.0,23100000.0,41900000.0,,10900000.0,21900000.0,32600000.0,53400000.0,10900000.0,21400000.0,31400000.0,43600000.0,11000000.0,23300000.0,34900000.0,41200000.0,15000000.0,31200000.0,47800000.0,48800000.0,16000000.0,34200000.0,52400000.0,61700000.0,18800000.0,37700000.0,55300000.0,70500000.0,24700000.0,45100000.0,65500000.0,72000000.0,22000000.0,35000000.0,54000000.0
AccrualForEnvironmentalLossContingencies / USD,,,,,389900000.0,389900000.0,67500000.0,554100000.0,554100000.0,554100000.0,389900000.0,552100000.0,552100000.0,552100000.0,554100000.0,543700000.0,543700000.0,543700000.0,552100000.0,563700000.0,563700000.0,563700000.0,543700000.0,551700000.0,551700000.0,551700000.0,563700000.0,697500000.0,563700000.0,697500000.0,697500000.0,551700000.0,646100000.0,646100000.0,646100000.0,697500000.0,602900000.0,602900000.0,602900000.0,646100000.0,564000000.0,564000000.0,564000000.0,602900000.0,540200000.0,540200000.0,540200000.0,564000000.0,500200000.0,500200000.0,500200000.0,540200000.0,462800000.0,462800000.0,462800000.0,500200000.0,454900000.0,454900000.0,454900000.0,462800000.0,487500000.0,487500000.0,487500000.0,455000000.0,485000000.0,485000000.0,485000000.0
AccrualForEnvironmentalLossContingenciesGross / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649900000.0,,,,542700000.0,,,,498000000.0,,,
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForAcquisitionsAndDivestitures / USD,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2800000.0,0.0,2800000.0,2800000.0,800000.0,1400000.0,100000.0,1800000.0,5300000.0,-6300000.0,-6100000.0,-6100000.0,1800000.0,,,0.0,-5500000.0,0.0,0.0,100000.0,-200000.0,1500000.0,1500000.0,2900000.0,2600000.0,,14400000.0,25600000.0,2400000.0,,94500000.0,102500000.0,31600000.0,,32400000.0,32400000.0,67000000.0,0.0,1000000.0,1000000.0
AccrualForEnvironmentalLossContingenciesPayments1 / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,15300000.0,,31100000.0,50100000.0,99400000.0,14800000.0,32800000.0,50700000.0,80000000.0,11300000.0,23800000.0,37700000.0,66800000.0,11200000.0,21200000.0,30200000.0,54800000.0,7200000.0,17800000.0,29400000.0,48800000.0,17200000.0,28300000.0,39800000.0,49100000.0,8900000.0,21700000.0,32200000.0,63500000.0,10000000.0,21100000.0,37400000.0,57100000.0,11600000.0,21200000.0,31400000.0,55000000.0,10000000.0,27000000.0,45000000.0
AccrualForEnvironmentalLossContingenciesUndiscountedDueAfterFifthYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349600000.0,,,,281000000.0,,,,256000000.0,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFifthYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40400000.0,,,,29600000.0,,,,28000000.0,,,
AccrualForEnvironmentalLossContingenciesUndiscountedDueInFourthYear / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62100000.0,,,,42900000.0,,,,46000000.0,,,
