fact_unit,2011-08-09,2011-11-08,2012-02-28,2012-05-08,2012-08-07,2012-11-06,2013-02-28,2013-05-02,2013-05-07,2013-08-06,2013-11-05,2014-02-21,2014-05-06,2014-08-06,2014-11-04,2015-02-20,2015-05-06,2015-08-06,2015-11-03,2016-02-19,2016-05-03,2016-08-02,2016-11-08,2017-02-21,2017-05-11,2017-08-04,2017-11-07,2018-02-22,2018-05-04,2018-08-03,2018-11-02,2019-02-22,2019-05-03,2019-08-02,2019-11-01,2020-02-21,2020-05-01,2020-07-31,2020-10-30,2021-02-19,2021-04-30,2021-07-30,2021-10-29,2022-02-18,2022-04-29,2022-07-29,2022-11-04,2023-02-17,2023-05-05,2023-08-04,2023-11-03,2024-02-16,2024-05-03,2024-08-02,2024-11-01,2025-02-21,2025-05-02,2025-08-01,2025-10-31
AccountsPayableAndAccruedLiabilitiesCurrent / USD,40084000.0,40084000.0,40084000.0,46071000.0,46071000.0,46071000.0,46071000.0,46071000.0,45148000.0,45148000.0,45148000.0,45148000.0,52958000.0,52958000.0,52958000.0,52958000.0,58566000.0,58566000.0,58566000.0,58566000.0,60104000.0,60104000.0,60104000.0,60104000.0,82400000.0,82400000.0,82400000.0,82400000.0,153800000.0,153800000.0,153800000.0,153800000.0,198500000.0,198500000.0,198500000.0,198500000.0,171900000.0,171900000.0,171900000.0,171900000.0,250000000.0,250000000.0,250000000.0,250000000.0,295400000.0,295400000.0,295400000.0,295400000.0,420200000.0,420200000.0,420200000.0,420200000.0,412700000.0,412700000.0,412700000.0,412700000.0,359700000.0,359700000.0,359700000.0
AccountsPayableCurrent / USD,,,5000000.0,1877000.0,1877000.0,1877000.0,1877000.0,1877000.0,735000.0,735000.0,735000.0,735000.0,4219000.0,4219000.0,4219000.0,4219000.0,2779000.0,2779000.0,2779000.0,2779000.0,1762000.0,1762000.0,1762000.0,1762000.0,6500000.0,6500000.0,6500000.0,6500000.0,43200000.0,43200000.0,43200000.0,43200000.0,12800000.0,12800000.0,12800000.0,12800000.0,21000000.0,21000000.0,21000000.0,21000000.0,28500000.0,28500000.0,28500000.0,28500000.0,19500000.0,19500000.0,19500000.0,19500000.0,27500000.0,27500000.0,27500000.0,27500000.0,24700000.0,24700000.0,24700000.0,24700000.0,17900000.0,17900000.0,17900000.0
AccountsReceivableNetCurrent / USD,37746000.0,37746000.0,37746000.0,37578000.0,37578000.0,37578000.0,37578000.0,37578000.0,45666000.0,45666000.0,45666000.0,45666000.0,49888000.0,49888000.0,49888000.0,49888000.0,58386000.0,58386000.0,58386000.0,58386000.0,62535000.0,62535000.0,62535000.0,62535000.0,76700000.0,76700000.0,76700000.0,76700000.0,217300000.0,217300000.0,217300000.0,217300000.0,287300000.0,287300000.0,287300000.0,287300000.0,234700000.0,234700000.0,234700000.0,234700000.0,337300000.0,337300000.0,337300000.0,337300000.0,326900000.0,326900000.0,326900000.0,326900000.0,369800000.0,369800000.0,369800000.0,369800000.0,337300000.0,337300000.0,337300000.0,337300000.0,444600000.0,444600000.0,444600000.0
AccruedIncomeTaxesCurrent / USD,,0.0,,0.0,,,,0.0,0.0,,,,0.0,,,0.0,1774000.0,1774000.0,1774000.0,1774000.0,1633000.0,1633000.0,1633000.0,1633000.0,0.0,0.0,0.0,2600000.0,2600000.0,2600000.0,2600000.0,2600000.0,4100000.0,4100000.0,4100000.0,4100000.0,4000000.0,4000000.0,4000000.0,4000000.0,4200000.0,4200000.0,4200000.0,4200000.0,8200000.0,8200000.0,8200000.0,8200000.0,3500000.0,3500000.0,3500000.0,3500000.0,1000000.0,1000000.0,1000000.0,1000000.0,1600000.0,1600000.0,1600000.0
AccruedIncomeTaxesNoncurrent / USD,3165000.0,3165000.0,3165000.0,12185000.0,12185000.0,12185000.0,12185000.0,12185000.0,20857000.0,20857000.0,20857000.0,20857000.0,29903000.0,29903000.0,29903000.0,29903000.0,40683000.0,40683000.0,40683000.0,40683000.0,39679000.0,39679000.0,39679000.0,39679000.0,,,,52100000.0,78800000.0,78800000.0,78800000.0,78800000.0,114900000.0,114900000.0,114900000.0,114900000.0,135900000.0,135900000.0,135900000.0,135900000.0,164700000.0,164700000.0,164700000.0,164700000.0,197900000.0,197900000.0,197900000.0,197900000.0,196100000.0,196100000.0,196100000.0,196100000.0,243800000.0,243800000.0,243800000.0,243800000.0,305000000.0,305000000.0,305000000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,7200000.0,7200000.0,7200000.0,7200000.0,8400000.0,8400000.0,8400000.0,8400000.0,10400000.0,10400000.0,10400000.0,10400000.0,12600000.0,12600000.0,12600000.0,12600000.0,14100000.0,14100000.0,14100000.0,14100000.0,15700000.0,15700000.0,15700000.0,15700000.0,15900000.0,15900000.0,15900000.0,15900000.0,17500000.0,17500000.0,17500000.0,17500000.0,19700000.0,19700000.0,19700000.0
AccruedRoyaltiesCurrent / USD,,,8198000.0,10795000.0,10795000.0,10795000.0,10795000.0,10795000.0,10529000.0,10529000.0,10529000.0,10529000.0,13512000.0,13512000.0,13512000.0,13512000.0,17624000.0,17624000.0,17624000.0,17624000.0,15409000.0,15409000.0,15409000.0,15409000.0,17800000.0,17800000.0,17800000.0,17800000.0,20300000.0,20300000.0,20300000.0,20300000.0,25000000.0,25000000.0,25000000.0,25000000.0,18600000.0,18600000.0,18600000.0,18600000.0,17200000.0,17200000.0,17200000.0,17200000.0,23000000.0,23000000.0,23000000.0,23000000.0,33300000.0,33300000.0,33300000.0,33300000.0,44900000.0,44900000.0,44900000.0,44900000.0,44400000.0,44400000.0,44400000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,221273000.0,221273000.0,221273000.0,238288000.0,238288000.0,238288000.0,238288000.0,238288000.0,251642000.0,251642000.0,251642000.0,251642000.0,269614000.0,269614000.0,269614000.0,269614000.0,287886000.0,287886000.0,287886000.0,287886000.0,155653000.0,155653000.0,155653000.0,155653000.0,160100000.0,160100000.0,160100000.0,160100000.0,149100000.0,149100000.0,149100000.0,149100000.0,171700000.0,171700000.0,171700000.0,171700000.0,118600000.0,118600000.0,118600000.0,118600000.0,146500000.0,146500000.0,146500000.0,146500000.0,237400000.0,237400000.0,237400000.0,237400000.0,259600000.0,259600000.0,259600000.0,259600000.0,215200000.0,215200000.0,215200000.0,215200000.0,191600000.0,191600000.0,191600000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-972000.0,-972000.0,-972000.0,-899000.0,-899000.0,-899000.0,-899000.0,-899000.0,-893000.0,-893000.0,-893000.0,-893000.0,-1050000.0,-1050000.0,-1050000.0,-1050000.0,-689000.0,-689000.0,-689000.0,-689000.0,-824000.0,-824000.0,-824000.0,-824000.0,-800000.0,-800000.0,-800000.0,-800000.0,50700000.0,50700000.0,50700000.0,50700000.0,11500000.0,11500000.0,11500000.0,11500000.0,37600000.0,37600000.0,37600000.0,37600000.0,75000000.0,75000000.0,75000000.0,75000000.0,55600000.0,55600000.0,55600000.0,55600000.0,-31000000.0,-31000000.0,-31000000.0,-31000000.0,-9400000.0,-9400000.0,-9400000.0,-9400000.0,-48400000.0,-48400000.0,-48400000.0
AdditionalPaidInCapital / USD,,,,,,,,,,,,,,,,,,,,,,,,,139200000.0,139200000.0,139200000.0,139200000.0,2623700000.0,2623700000.0,2623700000.0,2623700000.0,2660200000.0,2660200000.0,2660200000.0,2660200000.0,2691300000.0,2691300000.0,2691300000.0,2691300000.0,2713300000.0,2713300000.0,2713300000.0,2713300000.0,1509400000.0,1509400000.0,1509400000.0,1509400000.0,1455100000.0,1455100000.0,1455100000.0,1455100000.0,1478600000.0,1478600000.0,1478600000.0,1478600000.0,1512500000.0,1512500000.0,1512500000.0
