fact_unit,2009-11-06,2010-02-09,2010-08-25,2010-11-04,2011-02-09,2011-05-06,2011-08-24,2011-11-04,2012-02-07,2012-05-04,2012-08-20,2012-11-02,2013-02-06,2013-05-03,2013-08-19,2013-11-01,2014-02-05,2014-05-01,2014-08-08,2014-10-30,2015-02-05,2015-05-06,2015-08-07,2015-11-05,2016-02-03,2016-05-05,2016-08-05,2016-11-03,2017-02-01,2017-05-04,2017-08-04,2017-11-02,2018-02-01,2018-05-04,2018-08-03,2018-11-01,2019-01-31,2019-05-03,2019-08-09,2019-11-04,2020-01-31,2020-05-01,2020-08-05,2020-10-30,2021-02-01,2021-04-30,2021-08-04,2021-10-29,2022-01-31,2022-04-29,2022-08-03,2022-11-02,2023-02-02,2023-05-01,2023-08-03,2023-11-02,2024-02-01,2024-05-02,2024-08-07,2024-11-01,2025-01-30,2025-05-01,2025-08-06,2025-10-31
AccountsPayableCurrent / USD,130300000.0,130300000.0,130300000.0,150000000.0,150000000.0,150000000.0,150000000.0,153300000.0,153300000.0,153300000.0,153300000.0,167400000.0,167400000.0,167400000.0,167400000.0,157300000.0,157300000.0,156500000.0,156500000.0,152500000.0,152500000.0,152500000.0,152100000.0,194500000.0,194500000.0,194500000.0,194500000.0,152300000.0,152300000.0,152300000.0,152300000.0,149700000.0,149700000.0,149700000.0,149700000.0,135400000.0,135400000.0,135400000.0,135400000.0,125500000.0,125500000.0,125500000.0,125500000.0,102000000.0,102000000.0,102000000.0,102000000.0,141100000.0,141100000.0,141100000.0,141100000.0,110200000.0,110200000.0,110200000.0,110200000.0,96800000.0,96800000.0,96800000.0,96800000.0,100600000.0,100600000.0,100600000.0,100600000.0,169100000.0
AccountsReceivableNetCurrent / USD,1055400000.0,1055400000.0,1050700000.0,1127700000.0,1127700000.0,1127700000.0,1127700000.0,1364800000.0,1364800000.0,1364800000.0,1364800000.0,1391700000.0,1391700000.0,1391700000.0,1391700000.0,1598300000.0,1598300000.0,1595300000.0,1595300000.0,1503700000.0,1503700000.0,1503700000.0,1498800000.0,1546900000.0,1546900000.0,1546900000.0,1546900000.0,1742800000.0,1742800000.0,1742800000.0,1742800000.0,1703600000.0,1703600000.0,1703600000.0,1703600000.0,1984200000.0,1984200000.0,1984200000.0,1984200000.0,2439300000.0,2439300000.0,2439300000.0,2439300000.0,2441300000.0,2441300000.0,2441300000.0,2441300000.0,2727400000.0,2727400000.0,2727400000.0,2727400000.0,3170600000.0,3170600000.0,3170600000.0,3170600000.0,3009600000.0,3009600000.0,3009600000.0,3009600000.0,3428200000.0,3428200000.0,3428200000.0,3428200000.0,3579100000.0
AccountsReceivableNetNoncurrent / USD,162600000.0,162600000.0,162600000.0,129400000.0,129400000.0,129400000.0,129400000.0,128700000.0,128700000.0,128700000.0,128700000.0,129800000.0,129800000.0,129800000.0,129800000.0,138700000.0,138700000.0,138700000.0,138700000.0,155400000.0,155400000.0,155400000.0,155400000.0,32200000.0,32200000.0,32200000.0,32200000.0,27100000.0,27100000.0,27100000.0,27100000.0,28000000.0,28000000.0,28000000.0,28000000.0,25500000.0,25500000.0,25500000.0,25500000.0,23800000.0,23800000.0,23800000.0,23800000.0,18600000.0,18600000.0,18600000.0,18600000.0,11500000.0,11500000.0,11500000.0,11500000.0,9100000.0,9100000.0,9100000.0,9100000.0,8500000.0,8500000.0,8500000.0,8500000.0,7300000.0,7300000.0,7300000.0,7300000.0,
AccretionAmortizationOfDiscountsAndPremiumsInvestments / USD,,,,,,,,,,,,,,,,,,,,,-46200000.0,-69800000.0,-79300000.0,-25300000.0,-50300000.0,-75400000.0,-94400000.0,-24100000.0,-48000000.0,-71000000.0,-100300000.0,-23200000.0,-45500000.0,-66100000.0,-94100000.0,-19400000.0,-37900000.0,-55600000.0,-85900000.0,-14300000.0,-27400000.0,-38900000.0,-71500000.0,-12200000.0,-26300000.0,-40700000.0,-50100000.0,-12400000.0,-28700000.0,-48700000.0,-50200000.0,-22700000.0,-48500000.0,-76100000.0,-69500000.0,-16000000.0,-23600000.0,-25500000.0,-101000000.0,5500000.0,17400000.0,29200000.0,-23000000.0,15500000.0
AccruedIncomeTaxesCurrent / USD,230700000.0,230700000.0,230700000.0,60000000.0,60000000.0,60000000.0,60000000.0,28600000.0,28600000.0,28600000.0,28600000.0,39300000.0,39300000.0,39300000.0,39300000.0,39500000.0,39500000.0,39000000.0,39000000.0,20400000.0,20400000.0,20400000.0,19700000.0,27200000.0,27200000.0,27200000.0,27200000.0,28200000.0,28200000.0,28200000.0,28200000.0,49000000.0,49000000.0,49000000.0,49000000.0,43900000.0,43900000.0,43900000.0,43900000.0,54800000.0,54800000.0,54800000.0,54800000.0,40100000.0,40100000.0,40100000.0,40100000.0,58200000.0,58200000.0,58200000.0,58200000.0,38400000.0,38400000.0,38400000.0,38400000.0,44200000.0,44200000.0,44200000.0,44200000.0,15100000.0,15100000.0,15100000.0,15100000.0,9100000.0
AccruedLiabilitiesCurrent / USD,778500000.0,778500000.0,777900000.0,771000000.0,771000000.0,771000000.0,771000000.0,930400000.0,930400000.0,930400000.0,930400000.0,1062500000.0,1062500000.0,1062500000.0,1062500000.0,1178600000.0,1178600000.0,1178300000.0,1178300000.0,1187600000.0,1187600000.0,1187600000.0,1186800000.0,1159200000.0,1159200000.0,1159200000.0,1159200000.0,1246800000.0,1246800000.0,1246800000.0,1246800000.0,1381900000.0,1381900000.0,1381900000.0,1381900000.0,1547600000.0,1547600000.0,1547600000.0,1547600000.0,1759000000.0,1759000000.0,1759000000.0,1759000000.0,1980700000.0,1980700000.0,1980700000.0,1980700000.0,1963300000.0,1963300000.0,1963300000.0,1963300000.0,2107800000.0,2107800000.0,2107800000.0,2107800000.0,2342600000.0,2342600000.0,2342600000.0,2342600000.0,3349000000.0,3349000000.0,3349000000.0,3350100000.0,3092400000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,1174600000.0,,,,1155000000.0,,,,1235500000.0,,,,1250200000.0,,,,1312100000.0,,,,1051600000.0,,,,1103700000.0,,,,1155800000.0,,,,1251500000.0,,,,1342600000.0,,,,1417600000.0,,,,1524800000.0,,,,1560000000.0,,,,1629100000.0,,,,1757600000.0,,,,1817700000.0,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,156000000.0,156000000.0,276200000.0,209500000.0,209500000.0,209500000.0,156000000.0,367100000.0,367100000.0,367100000.0,209500000.0,230200000.0,230200000.0,230200000.0,367100000.0,15400000.0,15400000.0,15400000.0,230200000.0,15400000.0,15400000.0,15400000.0,230200000.0,178200000.0,178200000.0,178200000.0,15400000.0,-260600000.0,-260600000.0,-260600000.0,178200000.0,-215100000.0,-215100000.0,-215100000.0,-260600000.0,-383200000.0,-383200000.0,-383200000.0,-679800000.0,-679800000.0,-679800000.0,-679800000.0,-257300000.0,-257300000.0,-14800000.0,-14800000.0,-14800000.0,10600000.0,10600000.0,10600000.0,10600000.0,-1993700000.0,-1993700000.0,-1993700000.0,-1993700000.0,-2305800000.0,-2305800000.0,-2305800000.0,-2305800000.0,-1808300000.0,-1808300000.0,-1808300000.0,-1808300000.0,-883400000.0
AdditionalPaidInCapitalCommonStock / USD,520000000.0,520000000.0,520000000.0,493000000.0,493000000.0,493000000.0,493000000.0,489500000.0,489500000.0,489500000.0,489500000.0,486400000.0,486400000.0,486400000.0,486400000.0,456900000.0,456900000.0,456900000.0,456900000.0,545200000.0,545200000.0,545200000.0,545200000.0,663300000.0,663300000.0,663300000.0,663300000.0,768100000.0,768100000.0,768100000.0,768100000.0,867800000.0,867800000.0,867800000.0,867800000.0,1014800000.0,1014800000.0,1014800000.0,1014800000.0,1183200000.0,1183200000.0,1183200000.0,1183200000.0,1333800000.0,1333800000.0,1333800000.0,1333800000.0,1531300000.0,1531300000.0,1531300000.0,1531300000.0,1794200000.0,1794200000.0,1794200000.0,1794200000.0,2102300000.0,2102300000.0,2102300000.0,2102300000.0,2406900000.0,2406900000.0,2406900000.0,2406900000.0,2788300000.0
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000000.0,97000000.0,158700000.0,,54000000.0,121700000.0,170400000.0,,54800000.0
