fact_unit,2010-08-10,2010-11-10,2011-03-01,2011-05-10,2011-08-10,2011-11-04,2012-02-28,2012-05-08,2012-08-07,2012-11-06,2013-02-26,2013-05-06,2013-08-06,2013-11-05,2014-02-25,2014-05-06,2014-08-05,2014-11-04,2015-02-24,2015-05-05,2015-08-04,2015-11-10,2016-03-01,2016-05-10,2016-08-09,2016-11-08,2017-02-28,2017-05-09,2017-08-08,2017-11-07,2018-02-27,2018-05-08,2018-08-07,2018-11-06,2019-02-26,2019-05-07,2019-08-06,2019-11-05,2020-02-25,2020-05-12,2020-08-11,2020-11-10,2021-03-02,2021-05-11,2021-08-10,2021-11-09,2022-03-03,2022-05-10,2022-08-09,2022-11-14,2023-03-01,2023-05-12,2023-08-09,2023-11-07,2024-02-27,2024-05-07,2024-08-06,2024-11-06,2025-02-25,2025-05-06,2025-08-05,2025-11-04
AccountsPayableCurrent / USD,158673000.0,133792000.0,133792000.0,161042000.0,161042000.0,161042000.0,161042000.0,173153000.0,173153000.0,173153000.0,173153000.0,168943000.0,168943000.0,168943000.0,168943000.0,167196000.0,166881000.0,166881000.0,166881000.0,173953000.0,173953000.0,173953000.0,173953000.0,152726000.0,152726000.0,152726000.0,140980000.0,168033000.0,168033000.0,168033000.0,168033000.0,222093000.0,222093000.0,222093000.0,222093000.0,220949000.0,220949000.0,220949000.0,220949000.0,235855000.0,235855000.0,235855000.0,235855000.0,327325000.0,327325000.0,327325000.0,327325000.0,355458000.0,355458000.0,324811000.0,324811000.0,272826000.0,272826000.0,272826000.0,272826000.0,204121000.0,204121000.0,204121000.0,204121000.0,167463000.0,167463000.0,167463000.0
AccountsReceivableNet / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632669000.0,,,,744861000.0,,,,1177619000.0,,,,737899000.0,,,,646820000.0,,,,662404000.0,,,
AccountsReceivableNetCurrent / USD,365629000.0,320180000.0,320180000.0,356763000.0,356763000.0,356763000.0,356763000.0,409888000.0,409888000.0,409888000.0,409888000.0,457011000.0,457011000.0,457011000.0,457011000.0,470028000.0,466749000.0,466749000.0,466749000.0,470563000.0,470563000.0,470563000.0,470563000.0,439015000.0,439015000.0,439015000.0,415064000.0,425588000.0,425588000.0,425588000.0,425588000.0,552304000.0,552304000.0,552304000.0,552304000.0,632669000.0,632669000.0,632669000.0,632669000.0,725184000.0,725184000.0,725184000.0,725184000.0,1155109000.0,1155109000.0,1155109000.0,1155109000.0,1023792000.0,1023792000.0,707941000.0,707941000.0,612780000.0,612780000.0,612780000.0,612780000.0,632811000.0,632811000.0,632811000.0,632811000.0,632400000.0,632400000.0,632400000.0
AccountsReceivableNetNoncurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,19677000.0,,,,22510000.0,,,,29958000.0,,,,34040000.0,,,,29593000.0,,,
AccrualForEnvironmentalLossContingencies / USD,,,,,6500000.0,6500000.0,6700000.0,6800000.0,5500000.0,6300000.0,6100000.0,6500000.0,6200000.0,6900000.0,13500000.0,13700000.0,13500000.0,13500000.0,13500000.0,12300000.0,12300000.0,12300000.0,12300000.0,11800000.0,11800000.0,11800000.0,11800000.0,9900000.0,9900000.0,9900000.0,9900000.0,9400000.0,9400000.0,9400000.0,9400000.0,7900000.0,7900000.0,7900000.0,7900000.0,7700000.0,7700000.0,7700000.0,7700000.0,12900000.0,12900000.0,12900000.0,12900000.0,11900000.0,11900000.0,11900000.0,11900000.0,12200000.0,12200000.0,12200000.0,12200000.0,14100000.0,14100000.0,14100000.0,,14200000.0,14200000.0,14200000.0
AccruedEmployeeBenefitsCurrent / USD,,,,,,,36183000.0,,,,39618000.0,,,,42485000.0,,,,40965000.0,,,,40318000.0,,,,31979000.0,,,,31039000.0,,,,37354000.0,,,,44060000.0,,,,42405000.0,,,,47489000.0,,,,52199000.0,,,,51983000.0,,,,43279000.0,,,
AccruedIncomeTaxes / USD,,,,,,,24428000.0,,,,36538000.0,,,,16091000.0,,,,11783000.0,,,,9801000.0,,,,2882000.0,,,,8189000.0,,,,10800000.0,,,,30687000.0,,,,29876000.0,,,,97406000.0,,,,88285000.0,,,,45625000.0,,,,88159000.0,,,
AccruedLiabilitiesCurrent / USD,315028000.0,295712000.0,295712000.0,323038000.0,323038000.0,323038000.0,323038000.0,411526000.0,411526000.0,410142000.0,410142000.0,388026000.0,388026000.0,388026000.0,388026000.0,404064000.0,403678000.0,403678000.0,403678000.0,403021000.0,403021000.0,403021000.0,403021000.0,388446000.0,388446000.0,388446000.0,382334000.0,399700000.0,399700000.0,399700000.0,399700000.0,500642000.0,500642000.0,500642000.0,500642000.0,528827000.0,528827000.0,528827000.0,528827000.0,503332000.0,503332000.0,503332000.0,503332000.0,943916000.0,943916000.0,943916000.0,943916000.0,854046000.0,854046000.0,728445000.0,679099000.0,527863000.0,527863000.0,527863000.0,527863000.0,524470000.0,524470000.0,524470000.0,524470000.0,485395000.0,485395000.0,485395000.0
AccruedSalariesCurrent / USD,,,,,,,42475000.0,,,,59862000.0,,,,55342000.0,,,,52865000.0,,,,61018000.0,,,,61319000.0,,,,61474000.0,,,,66955000.0,,,,86549000.0,,,,77892000.0,,,,96502000.0,,,,52116000.0,,,,52331000.0,,,,50526000.0,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,391278000.0,239637000.0,,255015000.0,255015000.0,255015000.0,255015000.0,277386000.0,277386000.0,277386000.0,277386000.0,302963000.0,302963000.0,302963000.0,302963000.0,318811000.0,314923000.0,314923000.0,314923000.0,316620000.0,316620000.0,316620000.0,316620000.0,327927000.0,327927000.0,327927000.0,264176000.0,282409000.0,282409000.0,282409000.0,282409000.0,332853000.0,332853000.0,332853000.0,332853000.0,361593000.0,361593000.0,361593000.0,361593000.0,383357000.0,383357000.0,383357000.0,383357000.0,,,,449893000.0,,,,358949000.0,,,,374193000.0,,,,473485000.0,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax / USD,,,,,-100000.0,-100000.0,-368000.0,-159000.0,-159000.0,-159000.0,-164000.0,-129000.0,-129000.0,-129000.0,-100000.0,-121000.0,-121000.0,-121000.0,-159000.0,-107000.0,-107000.0,-107000.0,-129000.0,-369000.0,-369000.0,-369000.0,-121000.0,-337000.0,-337000.0,-337000.0,-107000.0,-258000.0,-258000.0,-258000.0,-369000.0,-267000.0,-267000.0,-267000.0,-337000.0,-261000.0,-261000.0,-261000.0,-258000.0,-277000.0,-277000.0,-277000.0,-267000.0,-40000.0,-40000.0,-40000.0,-261000.0,-35000.0,-35000.0,-35000.0,-277000.0,-216000.0,-216000.0,-216000.0,-40000.0,-369000.0,-369000.0,-369000.0
