fact_unit,2009-08-07,2009-11-06,2010-02-26,2010-05-07,2010-08-06,2010-11-05,2011-02-25,2011-05-06,2011-08-05,2011-11-04,2012-02-24,2012-05-04,2012-08-03,2012-11-02,2013-02-26,2013-05-03,2013-08-01,2013-11-01,2014-02-27,2014-05-02,2014-08-01,2014-10-31,2015-02-27,2015-05-08,2015-08-07,2015-11-06,2016-02-26,2016-05-06,2016-08-05,2016-11-04,2016-11-07,2017-02-24,2017-05-05,2017-08-04,2017-11-03,2018-02-27,2018-05-04,2018-08-03,2018-11-02,2019-02-26,2019-03-01,2019-05-03,2019-07-31,2019-10-30,2020-02-25,2020-04-29,2020-07-29,2020-10-28,2021-02-24,2021-05-06,2021-08-05,2021-11-04,2022-02-24,2022-05-05,2022-08-04,2022-11-03,2023-02-27,2023-05-09,2023-08-02,2023-11-07,2024-02-27,2024-05-07,2024-07-31,2024-11-01,2025-02-25,2025-05-06,2025-08-04,2025-11-04
AccountsPayableCurrent / USD,47240000.0,47240000.0,47240000.0,49573000.0,49573000.0,49573000.0,49573000.0,64406000.0,64406000.0,64406000.0,64406000.0,55317000.0,55317000.0,55317000.0,55317000.0,54724000.0,54724000.0,54724000.0,54724000.0,64961000.0,64961000.0,64961000.0,64961000.0,65704000.0,65704000.0,65704000.0,65704000.0,70573000.0,70573000.0,70573000.0,70573000.0,70573000.0,67740000.0,67740000.0,67740000.0,67740000.0,64537000.0,64537000.0,64537000.0,64537000.0,64537000.0,68168000.0,68168000.0,68168000.0,68168000.0,49001000.0,49001000.0,49001000.0,49001000.0,72212000.0,72212000.0,72212000.0,72212000.0,96799000.0,96799000.0,96799000.0,96799000.0,93302000.0,93302000.0,93302000.0,93302000.0,84705000.0,84705000.0,84705000.0,84705000.0,99931000.0,99931000.0,99931000.0
AccountsReceivableNetCurrent / USD,291763000.0,291763000.0,291763000.0,314247000.0,314247000.0,314247000.0,314247000.0,358237000.0,358237000.0,358237000.0,358237000.0,367085000.0,367085000.0,367085000.0,367085000.0,404556000.0,404556000.0,404556000.0,404556000.0,430985000.0,430985000.0,430985000.0,430985000.0,433616000.0,433616000.0,433616000.0,433616000.0,468315000.0,468315000.0,468315000.0,468315000.0,468315000.0,489340000.0,489340000.0,489340000.0,489340000.0,533825000.0,533825000.0,533825000.0,533825000.0,533825000.0,568316000.0,568316000.0,568316000.0,568316000.0,587734000.0,587734000.0,587734000.0,587734000.0,573316000.0,573316000.0,573316000.0,573316000.0,612648000.0,612648000.0,612648000.0,612648000.0,722892000.0,722892000.0,722892000.0,722892000.0,702168000.0,702168000.0,702168000.0,702168000.0,733365000.0,733365000.0,733365000.0
AccruedIncomeTaxesCurrent / USD,0.0,0.0,0.0,13267000.0,13267000.0,13267000.0,13267000.0,11909000.0,11909000.0,11909000.0,11909000.0,9449000.0,9449000.0,9449000.0,9449000.0,60888000.0,60888000.0,60888000.0,60888000.0,19770000.0,19770000.0,19770000.0,19770000.0,15143000.0,15143000.0,15143000.0,15143000.0,14894000.0,14894000.0,14894000.0,14894000.0,14894000.0,15244000.0,15244000.0,15244000.0,15244000.0,73008000.0,73008000.0,73008000.0,73008000.0,73008000.0,22943000.0,22943000.0,22943000.0,22943000.0,45967000.0,45967000.0,45967000.0,45967000.0,76558000.0,76558000.0,76558000.0,76558000.0,61278000.0,61278000.0,61278000.0,61278000.0,132545000.0,132545000.0,132545000.0,132545000.0,120257000.0,120257000.0,120257000.0,120257000.0,158658000.0,158658000.0,158658000.0
AccruedIncomeTaxesNoncurrent / USD,80310000.0,80310000.0,80310000.0,72604000.0,72604000.0,72604000.0,72604000.0,77764000.0,77764000.0,77764000.0,77764000.0,72613000.0,72613000.0,72613000.0,72613000.0,24772000.0,24772000.0,24772000.0,24772000.0,25436000.0,25436000.0,25436000.0,25436000.0,,,,,,,,,,,,,10458000.0,456949000.0,456949000.0,456949000.0,456949000.0,456949000.0,430866000.0,430866000.0,430866000.0,430866000.0,394562000.0,394562000.0,394562000.0,394562000.0,357493000.0,357493000.0,357493000.0,357493000.0,319547000.0,319547000.0,319547000.0,319547000.0,248496000.0,248496000.0,248496000.0,248496000.0,137123000.0,137123000.0,137123000.0,137123000.0,30318000.0,30318000.0,30318000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,,226965000.0,,,,251365000.0,,,,280986000.0,,,,314044000.0,,,,334417000.0,,,,363030000.0,,,,,371173000.0,,,,431431000.0,,,,489081000.0,489081000.0,,,,528785000.0,,,,570319000.0,,,,634136000.0,,,,673516000.0,,,,702122000.0,,,,752132000.0,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-8581000.0,-8581000.0,-8581000.0,15574000.0,15574000.0,15574000.0,15574000.0,-11795000.0,-11795000.0,-11795000.0,-11795000.0,-36055000.0,-36055000.0,-36055000.0,-36055000.0,-26395000.0,-26395000.0,-26395000.0,-26395000.0,5879000.0,5879000.0,5879000.0,5879000.0,-78705000.0,-78705000.0,-78705000.0,-78705000.0,-146726000.0,-146726000.0,-146726000.0,-146726000.0,-146726000.0,-216280000.0,-216280000.0,-216280000.0,-216280000.0,-110067000.0,-110067000.0,-110067000.0,-110067000.0,-110067000.0,-117971000.0,-117971000.0,-117971000.0,-117971000.0,-119471000.0,-119471000.0,-119471000.0,-119471000.0,-117943000.0,-117943000.0,-117943000.0,-117943000.0,-111865000.0,-111865000.0,-111865000.0,-111865000.0,-141572000.0,-141572000.0,-141572000.0,-141572000.0,-134120000.0,-134120000.0,-134120000.0,-134120000.0,-155283000.0,-155283000.0,-155283000.0
AdditionalPaidInCapitalCommonStock / USD,,,,,808345000.0,808345000.0,808345000.0,970068000.0,970068000.0,970068000.0,970068000.0,1089959000.0,1089959000.0,1089959000.0,1089959000.0,1155504000.0,1155504000.0,1155504000.0,1155504000.0,1270608000.0,1270608000.0,1270608000.0,1270608000.0,1392494000.0,1392494000.0,1392494000.0,1392494000.0,1490342000.0,1490342000.0,1490342000.0,1490342000.0,1490342000.0,1607241000.0,1607241000.0,1607241000.0,1607241000.0,1745088000.0,1745088000.0,1745088000.0,1745088000.0,1745088000.0,1834741000.0,1834741000.0,1834741000.0,1834741000.0,1926753000.0,1926753000.0,1926753000.0,1926753000.0,2029465000.0,2029465000.0,2029465000.0,2029465000.0,2114880000.0,2114880000.0,2114880000.0,2114880000.0,2199824000.0,2199824000.0,2199824000.0,2199824000.0,2266265000.0,2266265000.0,2266265000.0,2266265000.0,2341298000.0,2341298000.0,2341298000.0
AdjustmentForAmortization / USD,,,,,,,,,,,,,,,,,,,,,,,,11523000.0,23800000.0,35889000.0,41530000.0,11104000.0,22372000.0,22372000.0,33693000.0,47838000.0,11075000.0,22022000.0,33510000.0,44700000.0,10167000.0,21609000.0,32795000.0,44765000.0,44765000.0,12557000.0,25251000.0,38101000.0,44552000.0,12758000.0,24911000.0,38151000.0,50456000.0,13480000.0,26983000.0,41684000.0,51457000.0,15013000.0,29852000.0,45166000.0,56676000.0,15455000.0,29935000.0,44799000.0,60120000.0,11743000.0,29866000.0,55610000.0,58425000.0,26385000.0,51368000.0,78570000.0
AdvertisingExpense / USD,,,,,,,9000000.0,,,,10000000.0,,,,10000000.0,,,,11000000.0,,,,13000000.0,,,,11000000.0,,,,,12000000.0,,,,11000000.0,,,,11000000.0,11000000.0,,,,6000000.0,,,,7000000.0,,,,6000000.0,,,,6000000.0,,,,7000000.0,,,,7000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,14506000.0,21757000.0,30782000.0,6031000.0,12314000.0,18558000.0,28255000.0,7015000.0,13763000.0,20645000.0,24852000.0,7267000.0,14381000.0,21687000.0,27579000.0,7431000.0,15307000.0,23985000.0,29183000.0,8129000.0,16353000.0,24460000.0,31708000.0,8455000.0,16610000.0,16610000.0,24957000.0,32998000.0,15841000.0,24237000.0,32604000.0,33368000.0,8655000.0,17794000.0,30068000.0,40998000.0,40998000.0,9892000.0,18971000.0,28184000.0,39436000.0,9941000.0,19255000.0,28917000.0,37541000.0,9196000.0,18122000.0,27715000.0,38577000.0,8305000.0,15596000.0,21949000.0,36865000.0,,,,29918000.0,,,,42564000.0,,,
AllowanceForDoubtfulAccountsReceivableCurrent / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5140000.0,5140000.0,5140000.0,4617000.0,4617000.0,6109000.0,6109000.0,6109000.0,5141000.0,7663000.0,7663000.0,7663000.0,6109000.0,9560000.0,9560000.0,9560000.0,7663000.0,14381000.0,14381000.0,14381000.0,9560000.0,13228000.0,13228000.0,13228000.0,14381000.0,14311000.0,14311000.0,14311000.0,13228000.0,19335000.0,19335000.0,19335000.0
AllowanceForDoubtfulAccountsReceivableWriteOffs / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643000.0,1228000.0,1586000.0,1875000.0,1875000.0,1033000.0,1778000.0,2175000.0,2784000.0,2324000.0,3426000.0,5461000.0,4779000.0,1749000.0,3901000.0,5784000.0,2804000.0,1561000.0,2625000.0,4107000.0,5215000.0,1072000.0,3571000.0,4973000.0,6533000.0,1028000.0,2432000.0,3434000.0,5426000.0,5461000.0,6882000.0,7451000.0
AmortizationOfAcquisitionCosts / USD,,,,,,,,,,,,,,,,,,,,,,,,2647000.0,5293000.0,8018000.0,9918000.0,2474000.0,4974000.0,4974000.0,7547000.0,10634000.0,2644000.0,5055000.0,7531000.0,10123000.0,1729000.0,3422000.0,5104000.0,9889000.0,9889000.0,1659000.0,3261000.0,5375000.0,6743000.0,2281000.0,4545000.0,7164000.0,7712000.0,2625000.0,5243000.0,7900000.0,9693000.0,1840000.0,3649000.0,5408000.0,10587000.0,1673000.0,3271000.0,4863000.0,7143000.0,1479000.0,8294000.0,20410000.0,6366000.0,11834000.0,23578000.0,35337000.0
AmortizationOfIntangibleAssets / USD,23176000.0,30413000.0,25850000.0,6048000.0,12611000.0,18790000.0,36200000.0,6544000.0,13168000.0,19621000.0,25467000.0,7520000.0,15506000.0,22778000.0,28137000.0,6806000.0,13435000.0,24124000.0,29856000.0,9775000.0,19593000.0,30448000.0,31409000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000.0,45000000.0,57000000.0,15000000.0,30000000.0,45000000.0,60000000.0,12000000.0,30000000.0,26000000.0,58000000.0,26000000.0,51000000.0,79000000.0
