fact_unit,2009-09-08,2009-12-17,2010-02-05,2010-03-11,2010-06-08,2010-09-09,2010-12-15,2011-03-11,2011-06-08,2011-09-09,2011-12-14,2012-03-12,2012-06-08,2012-09-10,2012-12-27,2013-03-11,2013-06-06,2013-09-09,2013-12-30,2014-03-11,2014-06-09,2014-09-09,2014-12-18,2015-03-11,2015-06-08,2015-09-08,2015-12-16,2016-03-03,2016-04-27,2016-06-03,2016-09-01,2016-12-15,2017-03-02,2017-06-01,2017-08-31,2017-12-15,2018-03-01,2018-06-05,2018-08-28,2018-12-13,2019-03-05,2019-05-30,2019-08-29,2019-12-12,2020-02-27,2020-03-05,2020-06-05,2020-09-04,2020-12-10,2021-03-05,2021-06-04,2021-09-03,2021-12-09,2022-03-07,2022-06-03,2022-09-02,2022-12-06,2023-03-01,2023-05-31,2023-09-11,2023-12-18,2024-02-28,2024-05-30,2024-08-29,2024-12-13,2025-02-28,2025-05-29,2025-08-28
AccountsPayableCurrent / USD,14917000000.0,14917000000.0,14917000000.0,14809000000.0,14809000000.0,14809000000.0,14809000000.0,14365000000.0,14365000000.0,14365000000.0,14365000000.0,14750000000.0,14750000000.0,14750000000.0,14750000000.0,13350000000.0,13350000000.0,13350000000.0,13350000000.0,14019000000.0,14019000000.0,14019000000.0,14019000000.0,15903000000.0,15903000000.0,15903000000.0,15903000000.0,10194000000.0,11129000000.0,10194000000.0,10194000000.0,10194000000.0,11103000000.0,11103000000.0,11103000000.0,11103000000.0,13279000000.0,13279000000.0,13279000000.0,13279000000.0,14816000000.0,14816000000.0,14816000000.0,14816000000.0,,14793000000.0,14793000000.0,14793000000.0,14793000000.0,14704000000.0,14704000000.0,14704000000.0,14704000000.0,16075000000.0,16075000000.0,16075000000.0,16075000000.0,15284000000.0,15284000000.0,16075000000.0,15303000000.0,14046000000.0,14046000000.0,14046000000.0,14046000000.0,16903000000.0,16903000000.0,16903000000.0
AccountsReceivableNetCurrent / USD,16928000000.0,16928000000.0,16928000000.0,16537000000.0,16537000000.0,16537000000.0,16537000000.0,18481000000.0,18481000000.0,18481000000.0,18481000000.0,18224000000.0,18224000000.0,18224000000.0,18224000000.0,16407000000.0,16407000000.0,16407000000.0,18224000000.0,15876000000.0,15876000000.0,15876000000.0,15876000000.0,13832000000.0,13832000000.0,13832000000.0,13832000000.0,4825000000.0,5345000000.0,4825000000.0,4825000000.0,4825000000.0,4114000000.0,4114000000.0,4114000000.0,4114000000.0,4414000000.0,4414000000.0,4414000000.0,4414000000.0,5113000000.0,5113000000.0,5113000000.0,5113000000.0,,6031000000.0,6031000000.0,6031000000.0,6031000000.0,5381000000.0,5381000000.0,5381000000.0,5381000000.0,5511000000.0,5511000000.0,5511000000.0,5511000000.0,4546000000.0,4546000000.0,5536000000.0,4546000000.0,4237000000.0,4237000000.0,4237000000.0,4237000000.0,5117000000.0,5117000000.0,5117000000.0
AccruedMarketingCostsCurrent / USD,,,,,,,,,,,3374000000.0,,,,3317000000.0,,,,2900000000.0,,,,2823000000.0,,,,2986000000.0,2181000000.0,2124000000.0,2181000000.0,2181000000.0,2181000000.0,2312000000.0,2312000000.0,2312000000.0,2312000000.0,2441000000.0,2441000000.0,2441000000.0,2441000000.0,2758000000.0,2758000000.0,2758000000.0,2758000000.0,,3361000000.0,3361000000.0,3361000000.0,3361000000.0,3185000000.0,3185000000.0,3185000000.0,3185000000.0,3179000000.0,3179000000.0,3179000000.0,3179000000.0,2967000000.0,2967000000.0,3179000000.0,2984000000.0,3053000000.0,3053000000.0,3053000000.0,3053000000.0,3060000000.0,3060000000.0,3060000000.0
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment / USD,,,,,,9682000000.0,9682000000.0,11164000000.0,11164000000.0,11164000000.0,11164000000.0,13170000000.0,13170000000.0,13170000000.0,13170000000.0,13929000000.0,13929000000.0,13929000000.0,13929000000.0,14670000000.0,14670000000.0,14670000000.0,14670000000.0,14912000000.0,14912000000.0,14912000000.0,14912000000.0,4239000000.0,6495000000.0,4239000000.0,4239000000.0,4239000000.0,4348000000.0,4348000000.0,4348000000.0,4348000000.0,4080000000.0,4080000000.0,4080000000.0,4080000000.0,3911000000.0,3911000000.0,3911000000.0,3911000000.0,,4243000000.0,4243000000.0,4243000000.0,4243000000.0,4714000000.0,4714000000.0,4714000000.0,4714000000.0,4927000000.0,4927000000.0,4927000000.0,4927000000.0,4818000000.0,4818000000.0,4927000000.0,4818000000.0,4889000000.0,4889000000.0,4889000000.0,4889000000.0,5078000000.0,5078000000.0,5078000000.0
AccumulatedOtherComprehensiveIncomeLossNetOfTax / USD,-65000000.0,-65000000.0,-65000000.0,-3247000000.0,-3247000000.0,-3247000000.0,-65000000.0,-3837000000.0,-3837000000.0,-3837000000.0,-3247000000.0,-3498000000.0,-3498000000.0,-3498000000.0,-3837000000.0,-5559000000.0,-5559000000.0,-5559000000.0,-3498000000.0,-3778000000.0,-3778000000.0,-3778000000.0,-3778000000.0,-5881000000.0,-5881000000.0,-5881000000.0,-5881000000.0,-6302000000.0,-5881000000.0,-6302000000.0,-6302000000.0,-6302000000.0,-1438000000.0,-1438000000.0,-1438000000.0,-1438000000.0,-1418000000.0,-1418000000.0,-1418000000.0,-1418000000.0,-845000000.0,-845000000.0,-845000000.0,-845000000.0,,-1225000000.0,-1225000000.0,-1225000000.0,-1225000000.0,-1243000000.0,-1243000000.0,-1243000000.0,-1243000000.0,-260000000.0,-260000000.0,-260000000.0,-260000000.0,313000000.0,313000000.0,-245000000.0,285000000.0,-223000000.0,-223000000.0,-223000000.0,-223000000.0,-434000000.0,-434000000.0,-434000000.0
AdditionalPaidInCapitalCommonStock / USD,14012000000.0,14012000000.0,14012000000.0,13804000000.0,13804000000.0,13804000000.0,13804000000.0,11569000000.0,11569000000.0,11569000000.0,11569000000.0,6837000000.0,6837000000.0,6837000000.0,6837000000.0,6454000000.0,6454000000.0,6454000000.0,6454000000.0,5465000000.0,5465000000.0,5465000000.0,5465000000.0,3430000000.0,3430000000.0,3430000000.0,3430000000.0,1963000000.0,3430000000.0,1963000000.0,1963000000.0,1963000000.0,1030000000.0,1030000000.0,1030000000.0,1030000000.0,380000000.0,380000000.0,380000000.0,380000000.0,663000000.0,663000000.0,663000000.0,663000000.0,,835000000.0,835000000.0,835000000.0,835000000.0,963000000.0,963000000.0,963000000.0,963000000.0,1060000000.0,1060000000.0,1060000000.0,1060000000.0,1172000000.0,1172000000.0,1060000000.0,1172000000.0,1505000000.0,1505000000.0,1505000000.0,1505000000.0,1778000000.0,1778000000.0,1778000000.0
AdjustmentsToAdditionalPaidInCapitalOther / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue / USD,,629000000.0,629000000.0,,,,606000000.0,,,,635000000.0,,,,668000000.0,,,,685000000.0,,,,635000000.0,,,,500000000.0,2000000.0,500000000.0,2000000.0,2000000.0,560000000.0,,,,709000000.0,,,,182000000.0,85000000.0,148000000.0,203000000.0,224000000.0,,107000000.0,173000000.0,232000000.0,268000000.0,109000000.0,172000000.0,221000000.0,296000000.0,115000000.0,191000000.0,260000000.0,278000000.0,133000000.0,203000000.0,278000000.0,330000000.0,167000000.0,167000000.0,167000000.0,343000000.0,177000000.0,177000000.0,177000000.0
AdvertisingExpense / USD,,,,,,,1000000000.0,,,,700000000.0,,,,1000000000.0,,,,1200000000.0,,,,1000000000.0,,,,867000000.0,,710000000.0,,,614000000.0,,,,635000000.0,,,,586000000.0,,,,544000000.0,,,,,568000000.0,,,,652000000.0,,,,530000000.0,,,530000000.0,829000000.0,,,,696000000.0,,,
AllocatedShareBasedCompensationExpense / USD,,,,,,,,,,,,,,,,,,,685000000.0,184000000.0,291000000.0,398000000.0,635000000.0,170000000.0,300000000.0,432000000.0,500000000.0,51000000.0,156000000.0,110000000.0,168000000.0,196000000.0,61000000.0,101000000.0,140000000.0,212000000.0,75000000.0,123000000.0,169000000.0,182000000.0,,,,224000000.0,,,,,268000000.0,,,,297000000.0,,,,278000000.0,,,278000000.0,330000000.0,,,,343000000.0,,,
AllocatedShareBasedCompensationExpenseNetOfTax / USD,,,,,,,,,,,,,,,,,233000000.0,340000000.0,466000000.0,127000000.0,202000000.0,273000000.0,438000000.0,117000000.0,204000000.0,294000000.0,342000000.0,35000000.0,105000000.0,78000000.0,119000000.0,131000000.0,39000000.0,66000000.0,92000000.0,150000000.0,51000000.0,84000000.0,115000000.0,119000000.0,,,,153000000.0,,,,,209000000.0,,,,250000000.0,,,,230000000.0,,,230000000.0,278000000.0,,,,284000000.0,,,
AllowanceForDoubtfulAccountsReceivable / USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122000000.0,122000000.0,122000000.0,122000000.0,111000000.0,111000000.0,111000000.0,111000000.0,107000000.0,107000000.0,111000000.0,107000000.0,93000000.0,93000000.0,93000000.0,93000000.0,83000000.0,83000000.0,83000000.0
